#Step   Etot   PotE Ktot  T
535 -0.203691 -1.870428  1.666737 1.67
536 -0.226944 -1.890757  1.663813 1.66
537 -0.247260 -1.907946  1.660686 1.66
538 -0.264439 -1.921998  1.657559 1.66
539 -0.278489 -1.933054  1.654565 1.65
540 -0.289546 -1.941299  1.651753 1.65
541 -0.297797 -1.946895  1.649098 1.65
542 -0.303399 -1.949931  1.646532 1.65
543 -0.306437 -1.950417  1.643980 1.64
544 -0.306921 -1.948322  1.641401 1.64
545 -0.304818 -1.943644  1.638826 1.64
546 -0.300127 -1.936498  1.636371 1.64
547 -0.292964 -1.927194  1.634229 1.63
548 -0.283643 -1.916281  1.632638 1.63
549 -0.272719 -1.904544  1.631825 1.63
550 -0.260979 -1.892931  1.631953 1.63
551 -0.249373 -1.882432  1.633059 1.63
552 -0.238890 -1.873924  1.635034 1.64
553 -0.230405 -1.868034  1.637629 1.64
554 -0.224540 -1.865039  1.640499 1.64
555 -0.221566 -1.864836  1.643270 1.64
556 -0.221378 -1.866983  1.645604 1.65
557 -0.223533 -1.870787  1.647254 1.65
558 -0.227337 -1.875428  1.648091 1.65
559 -0.231969 -1.880086  1.648117 1.65
560 -0.236615 -1.884061  1.647446 1.65
561 -0.240573 -1.886848  1.646275 1.65
562 -0.243344 -1.888182  1.644837 1.64
563 -0.244665 -1.888031  1.643366 1.64
564 -0.244506 -1.886560  1.642054 1.64
565 -0.243032 -1.884063  1.641031 1.64
566 -0.240537 -1.880889  1.640353 1.64
567 -0.237369 -1.877370  1.640000 1.64
568 -0.233859 -1.873752  1.639893 1.64
569 -0.230252 -1.870159  1.639907 1.64
570 -0.226670 -1.866567  1.639897 1.64
571 -0.223086 -1.862808  1.639722 1.64
572 -0.219333 -1.858598  1.639265 1.64
573 -0.215125 -1.853576  1.638451 1.64
574 -0.210101 -1.847359  1.637258 1.64
575 -0.203879 -1.839598  1.635719 1.64
576 -0.196109 -1.830030  1.633921 1.63
577 -0.186531 -1.818527  1.631997 1.63
578 -0.175016 -1.805125  1.630109 1.63
579 -0.161602 -1.790036  1.628434 1.63
580 -0.146504 -1.773647  1.627143 1.63
581 -0.130108 -1.756489  1.626382 1.63
582 -0.112946 -1.739212  1.626267 1.63
583 -0.095664 -1.722549  1.626884 1.63
584 -0.078997 -1.707301  1.628304 1.63
585 -0.063745 -1.694334  1.630589 1.63
586 -0.050779 -1.684557  1.633778 1.63
587 -0.041011 -1.678849  1.637838 1.64
588 -0.035325 -1.677919  1.642595 1.64
