#Step   Etot   PotE Ktot  T
604 -0.994595 -2.042714  1.048119 1.05
605 -0.994592 -2.045423  1.050831 1.05
606 -0.994584 -2.047631  1.053047 1.05
607 -0.994574 -2.049458  1.054885 1.05
608 -0.994563 -2.051063  1.056500 1.06
609 -0.994556 -2.052600  1.058044 1.06
610 -0.994554 -2.054178  1.059625 1.06
611 -0.994558 -2.055829  1.061271 1.06
612 -0.994568 -2.057489  1.062922 1.06
613 -0.994582 -2.059010  1.064428 1.06
614 -0.994597 -2.060178  1.065580 1.07
615 -0.994612 -2.060756  1.066144 1.07
616 -0.994623 -2.060524  1.065901 1.07
617 -0.994631 -2.059307  1.064676 1.06
618 -0.994634 -2.056996  1.062362 1.06
619 -0.994633 -2.053552  1.058919 1.06
620 -0.994630 -2.048998  1.054368 1.05
621 -0.994624 -2.043404  1.048779 1.05
622 -0.994618 -2.036874  1.042256 1.04
623 -0.994610 -2.029542  1.034931 1.03
624 -0.994600 -2.021568  1.026968 1.03
625 -0.994586 -2.013156  1.018569 1.02
626 -0.994568 -2.004567  1.010000 1.01
627 -0.994543 -1.996141  1.001598 1.00
628 -0.994513 -1.988297  0.993785 0.99
629 -0.994479 -1.981531  0.987052 0.99
630 -0.994447 -1.976374  0.981927 0.98
631 -0.994420 -1.973330  0.978910 0.98
632 -0.994404 -1.972807  0.978404 0.98
633 -0.994401 -1.975040  0.980639 0.98
634 -0.994412 -1.980047  0.985635 0.99
635 -0.994434 -1.987625  0.993191 0.99
636 -0.994463 -1.997394  1.002932 1.00
637 -0.994493 -2.008865  1.014372 1.01
638 -0.994519 -2.021517  1.026998 1.03
639 -0.994540 -2.034868  1.040328 1.04
640 -0.994555 -2.048512  1.053957 1.05
641 -0.994564 -2.062129  1.067564 1.07
642 -0.994571 -2.075476  1.080905 1.08
643 -0.994576 -2.088365  1.093789 1.09
644 -0.994581 -2.100632  1.106050 1.11
645 -0.994588 -2.112119  1.117531 1.12
646 -0.994597 -2.122659  1.128062 1.13
647 -0.994606 -2.132069  1.137463 1.14
648 -0.994617 -2.140158  1.145542 1.15
649 -0.994627 -2.146735  1.152108 1.15
650 -0.994635 -2.151623  1.156987 1.16
651 -0.994641 -2.154680  1.160038 1.16
652 -0.994644 -2.155813  1.161170 1.16
653 -0.994641 -2.154996  1.160355 1.16
654 -0.994634 -2.152279  1.157645 1.16
655 -0.994621 -2.147797  1.153176 1.15
656 -0.994603 -2.141779  1.147176 1.15
657 -0.994580 -2.134536  1.139956 1.14
658 -0.994553 -2.126456  1.131902 1.13
659 -0.994525 -2.117981  1.123456 1.12
660 -0.994497 -2.109580  1.115082 1.12
661 -0.994472 -2.101711  1.107238 1.11
662 -0.994452 -2.094789  1.100337 1.10
663 -0.994438 -2.089157  1.094719 1.09
664 -0.994430 -2.085060  1.090631 1.09
665 -0.994428 -2.082645  1.088217 1.09
666 -0.994431 -2.081960  1.087529 1.09
667 -0.994437 -2.082971  1.088534 1.09
668 -0.994447 -2.085580  1.091133 1.09
669 -0.994459 -2.089634  1.095175 1.10
670 -0.994472 -2.094943  1.100471 1.10
671 -0.994487 -2.101281  1.106794 1.11
672 -0.994504 -2.108396  1.113892 1.11
673 -0.994521 -2.116006  1.121485 1.12
674 -0.994540 -2.123813  1.129273 1.13
675 -0.994559 -2.131505  1.136946 1.14
676 -0.994577 -2.138770  1.144193 1.14
677 -0.994594 -2.145309  1.150716 1.15
678 -0.994608 -2.150850  1.156242 1.16
679 -0.994620 -2.155156  1.160536 1.16
680 -0.994630 -2.158035  1.163405 1.16
681 -0.994636 -2.159346  1.164710 1.16
682 -0.994640 -2.158998  1.164358 1.16
683 -0.994642 -2.156952  1.162311 1.16
684 -0.994641 -2.153215  1.158575 1.16
685 -0.994638 -2.147839  1.153200 1.15
686 -0.994635 -2.140910  1.146275 1.15
687 -0.994631 -2.132544  1.137913 1.14
688 -0.994627 -2.122870  1.128243 1.13
689 -0.994625 -2.112019  1.117394 1.12
690 -0.994625 -2.100104  1.105479 1.11
691 -0.994628 -2.087211  1.092583 1.09
692 -0.994634 -2.073389  1.078755 1.08
693 -0.994642 -2.058653  1.064011 1.06
694 -0.994650 -2.042996  1.048347 1.05
695 -0.994657 -2.026415  1.031758 1.03
696 -0.994661 -2.008928  1.014267 1.01
697 -0.994659 -1.990611  0.995951 1.00
698 -0.994651 -1.971626  0.976975 0.98
699 -0.994634 -1.952249  0.957615 0.96
700 -0.994605 -1.932902  0.938297 0.94
701 -0.994563 -1.914183  0.919619 0.92
702 -0.994508 -1.896882  0.902374 0.90
703 -0.994441 -1.881982  0.887541 0.89
704 -0.994370 -1.870612  0.876242 0.88
705 -0.994303 -1.863939  0.869636 0.87
706 -0.994255 -1.863014  0.868758 0.87
707 -0.994237 -1.868572  0.874335 0.87
708 -0.994253 -1.880873  0.886619 0.89
709 -0.994304 -1.899608  0.905304 0.91
710 -0.994380 -1.923928  0.929548 0.93
711 -0.994469 -1.952562  0.958093 0.96
712 -0.994560 -1.984006  0.989446 0.99
713 -0.994642 -2.016706  1.022064 1.02
714 -0.994709 -2.049221  1.054512 1.05
715 -0.994759 -2.080318  1.085559 1.09
716 -0.994792 -2.109024  1.114232 1.11
717 -0.994810 -2.134630  1.139820 1.14
718 -0.994816 -2.156667  1.161851 1.16
719 -0.994814 -2.174865  1.180051 1.18
720 -0.994805 -2.189113  1.194308 1.19
721 -0.994793 -2.199417  1.204624 1.20
722 -0.994779 -2.205869  1.211090 1.21
723 -0.994763 -2.208626  1.213863 1.21
724 -0.994745 -2.207900  1.213156 1.21
725 -0.994724 -2.203958  1.209234 1.21
726 -0.994700 -2.197128  1.202428 1.20
727 -0.994671 -2.187811  1.193140 1.19
728 -0.994637 -2.176493  1.181857 1.18
729 -0.994598 -2.163749  1.169151 1.17
730 -0.994557 -2.150225  1.155669 1.16
731 -0.994516 -2.136611  1.142095 1.14
732 -0.994481 -2.123580  1.129099 1.13
733 -0.994456 -2.111719  1.117263 1.12
734 -0.994446 -2.101456  1.107011 1.11
735 -0.994450 -2.093003  1.098553 1.10
736 -0.994469 -2.086334  1.091865 1.09
737 -0.994498 -2.081207  1.086710 1.09
738 -0.994531 -2.077223  1.082693 1.08
739 -0.994562 -2.073912  1.079350 1.08
740 -0.994587 -2.070820  1.076233 1.08
741 -0.994603 -2.067584  1.072982 1.07
742 -0.994607 -2.063981  1.069374 1.07
743 -0.994602 -2.059945  1.065343 1.07
744 -0.994588 -2.055563  1.060975 1.06
745 -0.994568 -2.051048  1.056480 1.06
746 -0.994545 -2.046703  1.052158 1.05
747 -0.994522 -2.042878  1.048357 1.05
748 -0.994501 -2.039928  1.045428 1.05
749 -0.994484 -2.038173  1.043690 1.04
750 -0.994472 -2.037869  1.043397 1.04
751 -0.994467 -2.039182  1.044715 1.04
752 -0.994468 -2.042180  1.047712 1.05
753 -0.994474 -2.046833  1.052359 1.05
754 -0.994485 -2.053021  1.058536 1.06
755 -0.994499 -2.060553  1.066054 1.07
756 -0.994514 -2.069187  1.074673 1.07
757 -0.994529 -2.078654  1.084124 1.08
758 -0.994544 -2.088669  1.094124 1.09
759 -0.994559 -2.098948  1.104390 1.10
760 -0.994572 -2.109217  1.114644 1.11
761 -0.994584 -2.119209  1.124625 1.12
762 -0.994595 -2.128679  1.134084 1.13
763 -0.994605 -2.137400  1.142795 1.14
764 -0.994612 -2.145171  1.150559 1.15
765 -0.994617 -2.151828  1.157211 1.16
766 -0.994619 -2.157248  1.162629 1.16
767 -0.994618 -2.161354  1.166737 1.17
768 -0.994614 -2.164123  1.169510 1.17
769 -0.994607 -2.165581  1.170974 1.17
770 -0.994598 -2.165801  1.171203 1.17
771 -0.994587 -2.164896  1.170308 1.17
772 -0.994576 -2.163007  1.168431 1.17
773 -0.994565 -2.160294  1.165728 1.17
774 -0.994555 -2.156920  1.162365 1.16
775 -0.994546 -2.153043  1.158497 1.16
776 -0.994540 -2.148803  1.154263 1.15
777 -0.994536 -2.144313  1.149777 1.15
778 -0.994534 -2.139656  1.145122 1.15
779 -0.994535 -2.134885  1.140351 1.14
780 -0.994537 -2.130023  1.135486 1.14
781 -0.994540 -2.125071  1.130530 1.13
782 -0.994544 -2.120015  1.125470 1.13
783 -0.994548 -2.114838  1.120290 1.12
784 -0.994550 -2.109531  1.114981 1.11
785 -0.994551 -2.104102  1.109550 1.11
786 -0.994550 -2.098582  1.104032 1.10
787 -0.994547 -2.093036  1.098488 1.10
788 -0.994542 -2.087554  1.093011 1.09
789 -0.994536 -2.082256  1.087719 1.09
790 -0.994530 -2.077278  1.082749 1.08
791 -0.994523 -2.072767  1.078244 1.08
792 -0.994517 -2.068866  1.074349 1.07
793 -0.994511 -2.065709  1.071198 1.07
794 -0.994507 -2.063412  1.068905 1.07
795 -0.994505 -2.062068  1.067562 1.07
796 -0.994506 -2.061735  1.067230 1.07
797 -0.994509 -2.062434  1.067924 1.07
798 -0.994516 -2.064131  1.069615 1.07
799 -0.994527 -2.066741  1.072214 1.07
800 -0.994540 -2.070122  1.075582 1.08
801 -0.994555 -2.074088  1.079533 1.08
802 -0.994569 -2.078429  1.083861 1.08
803 -0.994581 -2.082942  1.088361 1.09
804 -0.994589 -2.087451  1.092862 1.09
805 -0.994593 -2.091834  1.097242 1.10
806 -0.994592 -2.096036  1.101444 1.10
807 -0.994587 -2.100067  1.105480 1.11
808 -0.994579 -2.103994  1.109415 1.11
809 -0.994569 -2.107930  1.113361 1.11
810 -0.994558 -2.112012  1.117454 1.12
811 -0.994548 -2.116383  1.121834 1.12
812 -0.994541 -2.121165  1.126624 1.13
813 -0.994538 -2.126442  1.131905 1.13
814 -0.994539 -2.132236  1.137697 1.14
815 -0.994545 -2.138495  1.143950 1.14
816 -0.994555 -2.145094  1.150540 1.15
817 -0.994568 -2.151847  1.157280 1.16
818 -0.994581 -2.158524  1.163943 1.16
819 -0.994593 -2.164885  1.170292 1.17
820 -0.994603 -2.170707  1.176104 1.18
821 -0.994608 -2.175813  1.181204 1.18
822 -0.994609 -2.180088  1.185479 1.19
823 -0.994604 -2.183496  1.188892 1.19
824 -0.994596 -2.186075  1.191480 1.19
825 -0.994584 -2.187931  1.193348 1.19
826 -0.994570 -2.189222  1.194652 1.19
827 -0.994556 -2.190132  1.195576 1.20
828 -0.994543 -2.190852  1.196309 1.20
829 -0.994533 -2.191552  1.197019 1.20
830 -0.994526 -2.192367  1.197841 1.20
831 -0.994522 -2.193383  1.198861 1.20
832 -0.994521 -2.194639  1.200118 1.20
833 -0.994523 -2.196127  1.201604 1.20
834 -0.994526 -2.197805  1.203279 1.20
835 -0.994530 -2.199605  1.205075 1.21
836 -0.994534 -2.201447  1.206913 1.21
837 -0.994538 -2.203250  1.208713 1.21
838 -0.994541 -2.204938  1.210397 1.21
839 -0.994543 -2.206444  1.211901 1.21
840 -0.994545 -2.207715  1.213171 1.21
841 -0.994546 -2.208708  1.214162 1.21
842 -0.994546 -2.209392  1.214846 1.21
843 -0.994546 -2.209750  1.215205 1.22
844 -0.994544 -2.209779  1.215235 1.22
845 -0.994542 -2.209493  1.214950 1.21
846 -0.994539 -2.208923  1.214384 1.21
847 -0.994535 -2.208122  1.213587 1.21
848 -0.994531 -2.207155  1.212624 1.21
849 -0.994527 -2.206095  1.211568 1.21
850 -0.994525 -2.205008  1.210483 1.21
851 -0.994526 -2.203937  1.209411 1.21
852 -0.994530 -2.202889  1.208358 1.21
853 -0.994538 -2.201822  1.207284 1.21
854 -0.994549 -2.200645  1.206096 1.21
855 -0.994563 -2.199222  1.204659 1.20
856 -0.994577 -2.197388  1.202811 1.20
857 -0.994591 -2.194972  1.200382 1.20
858 -0.994601 -2.191823  1.197221 1.20
859 -0.994609 -2.187829  1.193220 1.19
860 -0.994612 -2.182941  1.188329 1.19
861 -0.994611 -2.177173  1.182562 1.18
862 -0.994607 -2.170605  1.175998 1.18
863 -0.994602 -2.163363  1.168761 1.17
864 -0.994598 -2.155592  1.160994 1.16
865 -0.994596 -2.147434  1.152838 1.15
866 -0.994596 -2.139002  1.144406 1.14
867 -0.994599 -2.130374  1.135776 1.14
868 -0.994600 -2.121612  1.127012 1.13
869 -0.994595 -2.112799  1.118203 1.12
870 -0.994582 -2.104098  1.109515 1.11
871 -0.994559 -2.095799  1.101241 1.10
872 -0.994527 -2.088340  1.093813 1.09
873 -0.994493 -2.082264  1.087770 1.09
874 -0.994468 -2.078117  1.083649 1.08
875 -0.994459 -2.076308  1.081849 1.08
876 -0.994472 -2.076972  1.082500 1.08
877 -0.994503 -2.079913  1.085410 1.09
878 -0.994544 -2.084644  1.090100 1.09
879 -0.994583 -2.090516  1.095933 1.10
880 -0.994611 -2.096882  1.102270 1.10
881 -0.994625 -2.103231  1.108606 1.11
882 -0.994624 -2.109262  1.114638 1.11
883 -0.994612 -2.114881  1.120269 1.12
884 -0.994595 -2.120155  1.125561 1.13
885 -0.994577 -2.125239  1.130662 1.13
886 -0.994563 -2.130300  1.135737 1.14
887 -0.994554 -2.135463  1.140909 1.14
888 -0.994553 -2.140775  1.146222 1.15
889 -0.994557 -2.146192  1.151635 1.15
890 -0.994566 -2.151588  1.157022 1.16
891 -0.994578 -2.156773  1.162194 1.16
892 -0.994591 -2.161518  1.166927 1.17
893 -0.994604 -2.165589  1.170985 1.17
894 -0.994615 -2.168762  1.174147 1.17
895 -0.994624 -2.170851  1.176227 1.18
896 -0.994629 -2.171712  1.177083 1.18
897 -0.994632 -2.171258  1.176626 1.18
898 -0.994632 -2.169453  1.174822 1.17
899 -0.994629 -2.166319  1.171690 1.17
900 -0.994623 -2.161924  1.167301 1.17
901 -0.994615 -2.156390  1.161775 1.16
902 -0.994603 -2.149888  1.155285 1.16
903 -0.994588 -2.142648  1.148060 1.15
904 -0.994569 -2.134956  1.140386 1.14
905 -0.994547 -2.127154  1.132607 1.13
906 -0.994525 -2.119625  1.125100 1.13
907 -0.994506 -2.112752  1.118247 1.12
908 -0.994492 -2.106874  1.112381 1.11
909 -0.994489 -2.102223  1.107734 1.11
910 -0.994496 -2.098881  1.104385 1.10
911 -0.994513 -2.096763  1.102249 1.10
912 -0.994537 -2.095630  1.101094 1.10
913 -0.994561 -2.095147  1.100587 1.10
914 -0.994582 -2.094948  1.100367 1.10
915 -0.994596 -2.094710  1.100115 1.10
916 -0.994600 -2.094206  1.099605 1.10
917 -0.994596 -2.093334  1.098737 1.10
918 -0.994584 -2.092123  1.097538 1.10
919 -0.994567 -2.090712  1.096145 1.10
920 -0.994548 -2.089318  1.094770 1.09
921 -0.994529 -2.088193  1.093664 1.09
922 -0.994513 -2.087583  1.093071 1.09
923 -0.994501 -2.087693  1.093191 1.09
924 -0.994496 -2.088652  1.094156 1.09
925 -0.994498 -2.090502  1.096004 1.10
926 -0.994506 -2.093185  1.098679 1.10
927 -0.994520 -2.096550  1.102029 1.10
928 -0.994539 -2.100362  1.105824 1.11
929 -0.994560 -2.104326  1.109766 1.11
930 -0.994583 -2.108101  1.113517 1.11
931 -0.994606 -2.111332  1.116727 1.12
932 -0.994627 -2.113677  1.119050 1.12
933 -0.994644 -2.114827  1.120184 1.12
934 -0.994655 -2.114539  1.119884 1.12
935 -0.994660 -2.112656  1.117996 1.12
936 -0.994658 -2.109130  1.114472 1.11
937 -0.994646 -2.104035  1.109389 1.11
938 -0.994627 -2.097580  1.102953 1.10
939 -0.994600 -2.090099  1.095499 1.10
940 -0.994568 -2.082038  1.087470 1.09
941 -0.994534 -2.073918  1.079385 1.08
942 -0.994501 -2.066289  1.071788 1.07
943 -0.994474 -2.059670  1.065196 1.07
944 -0.994456 -2.054494  1.060038 1.06
945 -0.994448 -2.051064  1.056617 1.06
946 -0.994450 -2.049524  1.055075 1.06
947 -0.994460 -2.049860  1.055400 1.06
948 -0.994476 -2.051923  1.057447 1.06
949 -0.994495 -2.055470  1.060974 1.06
950 -0.994514 -2.060208  1.065693 1.07
951 -0.994531 -2.065836  1.071304 1.07
952 -0.994545 -2.072078  1.077533 1.08
953 -0.994555 -2.078703  1.084148 1.08
954 -0.994562 -2.085527  1.090965 1.09
955 -0.994567 -2.092417  1.097850 1.10
956 -0.994569 -2.099275  1.104706 1.10
957 -0.994571 -2.106036  1.111466 1.11
958 -0.994571 -2.112653  1.118082 1.12
959 -0.994571 -2.119091  1.124520 1.12
960 -0.994571 -2.125325  1.130754 1.13
961 -0.994571 -2.131334  1.136763 1.14
962 -0.994571 -2.137101  1.142530 1.14
963 -0.994571 -2.142612  1.148041 1.15
964 -0.994571 -2.147853  1.153282 1.15
965 -0.994572 -2.152808  1.158236 1.16
966 -0.994574 -2.157452  1.162878 1.16
967 -0.994576 -2.161750  1.167173 1.17
968 -0.994580 -2.165655  1.171075 1.17
969 -0.994583 -2.169110  1.174527 1.17
970 -0.994587 -2.172056  1.177470 1.18
971 -0.994589 -2.174438  1.179849 1.18
972 -0.994589 -2.176220  1.181632 1.18
973 -0.994586 -2.177397  1.182811 1.18
974 -0.994581 -2.178000  1.183419 1.18
975 -0.994573 -2.178104  1.183531 1.18
976 -0.994563 -2.177819  1.183256 1.18
977 -0.994553 -2.177281  1.182728 1.18
978 -0.994544 -2.176633  1.182089 1.18
979 -0.994537 -2.176008  1.181471 1.18
980 -0.994532 -2.175509  1.180977 1.18
981 -0.994530 -2.175203  1.180673 1.18
982 -0.994530 -2.175115  1.180585 1.18
983 -0.994532 -2.175236  1.180704 1.18
984 -0.994535 -2.175534  1.181000 1.18
985 -0.994537 -2.175969  1.181432 1.18
986 -0.994538 -2.176502  1.181964 1.18
987 -0.994538 -2.177110  1.182572 1.18
988 -0.994537 -2.177782  1.183245 1.18
989 -0.994536 -2.178523  1.183987 1.18
990 -0.994534 -2.179344  1.184810 1.18
991 -0.994533 -2.180256  1.185722 1.19
992 -0.994534 -2.181260  1.186726 1.19
993 -0.994535 -2.182341  1.187806 1.19
994 -0.994539 -2.183464  1.188925 1.19
995 -0.994544 -2.184572  1.190028 1.19
996 -0.994549 -2.185590  1.191041 1.19
997 -0.994555 -2.186431  1.191876 1.19
998 -0.994561 -2.187005  1.192444 1.19
999 -0.994566 -2.187228  1.192662 1.19
