#Step   Etot   PotE Ktot  T
603 -1.962307 -2.478336  0.516029 0.52
604 -1.962308 -2.477844  0.515537 0.52
605 -1.962308 -2.477374  0.515066 0.52
606 -1.962309 -2.476916  0.514607 0.51
607 -1.962310 -2.476459  0.514149 0.51
608 -1.962311 -2.475992  0.513681 0.51
609 -1.962312 -2.475504  0.513192 0.51
610 -1.962312 -2.474986  0.512674 0.51
611 -1.962313 -2.474432  0.512120 0.51
612 -1.962313 -2.473837  0.511524 0.51
613 -1.962313 -2.473198  0.510886 0.51
614 -1.962313 -2.472516  0.510203 0.51
615 -1.962313 -2.471790  0.509477 0.51
616 -1.962313 -2.471020  0.508707 0.51
617 -1.962313 -2.470206  0.507892 0.51
618 -1.962314 -2.469346  0.507032 0.51
619 -1.962314 -2.468436  0.506122 0.51
620 -1.962315 -2.467471  0.505157 0.51
621 -1.962315 -2.466444  0.504129 0.50
622 -1.962316 -2.465347  0.503031 0.50
623 -1.962316 -2.464170  0.501854 0.50
624 -1.962317 -2.462907  0.500590 0.50
625 -1.962317 -2.461550  0.499232 0.50
626 -1.962318 -2.460093  0.497776 0.50
627 -1.962318 -2.458534  0.496217 0.50
628 -1.962318 -2.456872  0.494554 0.49
629 -1.962318 -2.455107  0.492789 0.49
630 -1.962318 -2.453241  0.490923 0.49
631 -1.962318 -2.451279  0.488961 0.49
632 -1.962317 -2.449225  0.486907 0.49
633 -1.962317 -2.447086  0.484768 0.48
634 -1.962317 -2.444869  0.482552 0.48
635 -1.962316 -2.442583  0.480267 0.48
636 -1.962316 -2.440241  0.477925 0.48
637 -1.962315 -2.437856  0.475541 0.48
638 -1.962314 -2.435449  0.473135 0.47
639 -1.962312 -2.433041  0.470728 0.47
640 -1.962311 -2.430661  0.468350 0.47
641 -1.962309 -2.428343  0.466035 0.47
642 -1.962306 -2.426127  0.463821 0.46
643 -1.962303 -2.424057  0.461754 0.46
644 -1.962300 -2.422181  0.459881 0.46
645 -1.962297 -2.420551  0.458254 0.46
646 -1.962294 -2.419221  0.456926 0.46
647 -1.962291 -2.418242  0.455950 0.46
648 -1.962289 -2.417665  0.455377 0.46
649 -1.962287 -2.417537  0.455250 0.46
650 -1.962285 -2.417895  0.455610 0.46
651 -1.962284 -2.418768  0.456484 0.46
652 -1.962284 -2.420171  0.457887 0.46
653 -1.962286 -2.422103  0.459817 0.46
654 -1.962288 -2.424545  0.462257 0.46
655 -1.962292 -2.427458  0.465166 0.47
656 -1.962298 -2.430782  0.468484 0.47
657 -1.962304 -2.434436  0.472132 0.47
658 -1.962311 -2.438323  0.476012 0.48
659 -1.962319 -2.442331  0.480012 0.48
660 -1.962327 -2.446340  0.484013 0.48
661 -1.962334 -2.450229  0.487894 0.49
662 -1.962341 -2.453881  0.491540 0.49
663 -1.962347 -2.457193  0.494846 0.49
664 -1.962351 -2.460079  0.497728 0.50
665 -1.962353 -2.462477  0.500124 0.50
666 -1.962353 -2.464351  0.501998 0.50
667 -1.962352 -2.465697  0.503345 0.50
668 -1.962348 -2.466535  0.504187 0.50
669 -1.962344 -2.466915  0.504571 0.50
670 -1.962338 -2.466907  0.504568 0.50
671 -1.962332 -2.466599  0.504267 0.50
672 -1.962325 -2.466090  0.503764 0.50
673 -1.962319 -2.465480  0.503161 0.50
674 -1.962314 -2.464864  0.502551 0.50
675 -1.962310 -2.464326  0.502016 0.50
676 -1.962307 -2.463926  0.501619 0.50
677 -1.962306 -2.463705  0.501399 0.50
678 -1.962307 -2.463676  0.501369 0.50
679 -1.962309 -2.463828  0.501519 0.50
680 -1.962312 -2.464129  0.501817 0.50
681 -1.962315 -2.464532  0.502217 0.50
682 -1.962318 -2.464982  0.502663 0.50
683 -1.962322 -2.465419  0.503097 0.50
684 -1.962324 -2.465788  0.503463 0.50
685 -1.962327 -2.466041  0.503715 0.50
686 -1.962328 -2.466141  0.503814 0.50
687 -1.962328 -2.466061  0.503733 0.50
688 -1.962328 -2.465786  0.503457 0.50
689 -1.962328 -2.465308  0.502980 0.50
690 -1.962327 -2.464632  0.502305 0.50
691 -1.962326 -2.463765  0.501439 0.50
692 -1.962325 -2.462723  0.500398 0.50
693 -1.962323 -2.461522  0.499199 0.50
694 -1.962322 -2.460186  0.497864 0.50
695 -1.962320 -2.458738  0.496418 0.50
696 -1.962318 -2.457208  0.494890 0.49
697 -1.962316 -2.455626  0.493310 0.49
698 -1.962314 -2.454029  0.491716 0.49
699 -1.962311 -2.452457  0.490147 0.49
700 -1.962308 -2.450954  0.488646 0.49
701 -1.962305 -2.449567  0.487262 0.49
702 -1.962302 -2.448344  0.486042 0.49
703 -1.962299 -2.447337  0.485038 0.49
704 -1.962296 -2.446594  0.484298 0.48
705 -1.962294 -2.446161  0.483867 0.48
706 -1.962292 -2.446079  0.483787 0.48
707 -1.962290 -2.446379  0.484089 0.48
708 -1.962290 -2.447087  0.484797 0.48
709 -1.962289 -2.448214  0.485925 0.49
710 -1.962290 -2.449765  0.487475 0.49
711 -1.962291 -2.451730  0.489439 0.49
712 -1.962293 -2.454091  0.491798 0.49
713 -1.962294 -2.456823  0.494529 0.49
714 -1.962297 -2.459893  0.497597 0.50
715 -1.962299 -2.463265  0.500966 0.50
716 -1.962301 -2.466897  0.504596 0.50
717 -1.962303 -2.470751  0.508447 0.51
718 -1.962306 -2.474783  0.512478 0.51
719 -1.962308 -2.478955  0.516647 0.52
720 -1.962310 -2.483225  0.520915 0.52
721 -1.962311 -2.487555  0.525244 0.53
722 -1.962313 -2.491909  0.529596 0.53
723 -1.962315 -2.496248  0.533933 0.53
724 -1.962317 -2.500537  0.538221 0.54
725 -1.962318 -2.504742  0.542423 0.54
726 -1.962320 -2.508827  0.546508 0.55
727 -1.962321 -2.512762  0.550441 0.55
728 -1.962323 -2.516515  0.554192 0.55
729 -1.962324 -2.520057  0.557733 0.56
730 -1.962325 -2.523362  0.561037 0.56
731 -1.962326 -2.526404  0.564078 0.56
732 -1.962327 -2.529161  0.566833 0.57
733 -1.962328 -2.531610  0.569281 0.57
734 -1.962330 -2.533731  0.571401 0.57
735 -1.962331 -2.535504  0.573174 0.57
736 -1.962332 -2.536912  0.574581 0.57
737 -1.962333 -2.537938  0.575605 0.58
738 -1.962334 -2.538563  0.576229 0.58
739 -1.962335 -2.538774  0.576438 0.58
740 -1.962336 -2.538556  0.576220 0.58
741 -1.962337 -2.537902  0.575564 0.58
742 -1.962338 -2.536803  0.574465 0.57
743 -1.962338 -2.535261  0.572923 0.57
744 -1.962337 -2.533282  0.570944 0.57
745 -1.962336 -2.530883  0.568547 0.57
746 -1.962335 -2.528091  0.565756 0.57
747 -1.962332 -2.524944  0.562612 0.56
748 -1.962329 -2.521493  0.559165 0.56
749 -1.962325 -2.517801  0.555477 0.56
750 -1.962320 -2.513941  0.551620 0.55
751 -1.962316 -2.509991  0.547675 0.55
752 -1.962311 -2.506034  0.543723 0.54
753 -1.962307 -2.502151  0.539844 0.54
754 -1.962304 -2.498412  0.536108 0.54
755 -1.962302 -2.494874  0.532571 0.53
756 -1.962302 -2.491575  0.529273 0.53
757 -1.962303 -2.488531  0.526228 0.53
758 -1.962306 -2.485735  0.523429 0.52
759 -1.962309 -2.483156  0.520847 0.52
760 -1.962314 -2.480748  0.518434 0.52
761 -1.962318 -2.478452  0.516133 0.52
762 -1.962323 -2.476204  0.513881 0.51
763 -1.962326 -2.473945  0.511619 0.51
764 -1.962328 -2.471630  0.509301 0.51
765 -1.962329 -2.469228  0.506900 0.51
766 -1.962327 -2.466737  0.504409 0.50
767 -1.962324 -2.464178  0.501853 0.50
768 -1.962320 -2.461599  0.499279 0.50
769 -1.962313 -2.459074  0.496760 0.50
770 -1.962306 -2.456695  0.494388 0.49
771 -1.962299 -2.454569  0.492270 0.49
772 -1.962292 -2.452808  0.490516 0.49
773 -1.962285 -2.451522  0.489237 0.49
774 -1.962280 -2.450808  0.488528 0.49
775 -1.962276 -2.450745  0.488469 0.49
776 -1.962274 -2.451386  0.489111 0.49
777 -1.962275 -2.452752  0.490477 0.49
778 -1.962277 -2.454832  0.492555 0.49
779 -1.962282 -2.457580  0.495298 0.50
780 -1.962289 -2.460919  0.498630 0.50
781 -1.962296 -2.464747  0.502451 0.50
782 -1.962304 -2.468943  0.506639 0.51
783 -1.962312 -2.473375  0.511063 0.51
784 -1.962320 -2.477908  0.515588 0.52
785 -1.962327 -2.482414  0.520086 0.52
786 -1.962333 -2.486775  0.524442 0.52
787 -1.962337 -2.490893  0.528556 0.53
788 -1.962340 -2.494692  0.532352 0.53
789 -1.962341 -2.498119  0.535778 0.54
790 -1.962340 -2.501146  0.538805 0.54
791 -1.962339 -2.503764  0.541425 0.54
792 -1.962336 -2.505988  0.543651 0.54
793 -1.962333 -2.507843  0.545511 0.55
794 -1.962329 -2.509371  0.547042 0.55
795 -1.962325 -2.510616  0.548291 0.55
796 -1.962321 -2.511626  0.549304 0.55
797 -1.962318 -2.512445  0.550127 0.55
798 -1.962315 -2.513116  0.550801 0.55
799 -1.962313 -2.513670  0.551357 0.55
800 -1.962312 -2.514130  0.551819 0.55
801 -1.962311 -2.514512  0.552201 0.55
802 -1.962311 -2.514818  0.552507 0.55
803 -1.962311 -2.515046  0.552735 0.55
804 -1.962312 -2.515185  0.552873 0.55
805 -1.962313 -2.515220  0.552907 0.55
806 -1.962314 -2.515132  0.552818 0.55
807 -1.962315 -2.514902  0.552587 0.55
808 -1.962316 -2.514511  0.552195 0.55
809 -1.962317 -2.513943  0.551626 0.55
810 -1.962317 -2.513184  0.550867 0.55
811 -1.962318 -2.512226  0.549909 0.55
812 -1.962317 -2.511064  0.548747 0.55
813 -1.962317 -2.509700  0.547383 0.55
814 -1.962316 -2.508140  0.545823 0.55
815 -1.962316 -2.506393  0.544077 0.54
816 -1.962315 -2.504474  0.542159 0.54
817 -1.962314 -2.502400  0.540086 0.54
818 -1.962312 -2.500192  0.537879 0.54
819 -1.962311 -2.497870  0.535558 0.54
820 -1.962310 -2.495456  0.533146 0.53
821 -1.962309 -2.492973  0.530663 0.53
822 -1.962308 -2.490440  0.528131 0.53
823 -1.962308 -2.487876  0.525568 0.53
824 -1.962307 -2.485299  0.522992 0.52
825 -1.962307 -2.482723  0.520417 0.52
826 -1.962307 -2.480161  0.517855 0.52
827 -1.962307 -2.477623  0.515317 0.52
828 -1.962307 -2.475118  0.512811 0.51
829 -1.962307 -2.472652  0.510345 0.51
830 -1.962307 -2.470232  0.507925 0.51
831 -1.962307 -2.467866  0.505559 0.51
832 -1.962307 -2.465561  0.503254 0.50
833 -1.962307 -2.463329  0.501022 0.50
834 -1.962306 -2.461181  0.498875 0.50
835 -1.962306 -2.459136  0.496830 0.50
836 -1.962304 -2.457214  0.494909 0.49
837 -1.962303 -2.455439  0.493136 0.49
838 -1.962302 -2.453842  0.491540 0.49
839 -1.962300 -2.452453  0.490153 0.49
840 -1.962298 -2.451306  0.489008 0.49
841 -1.962296 -2.450437  0.488141 0.49
842 -1.962294 -2.449880  0.487586 0.49
843 -1.962292 -2.449666  0.487374 0.49
844 -1.962291 -2.449825  0.487534 0.49
845 -1.962290 -2.450382  0.488092 0.49
846 -1.962289 -2.451355  0.489065 0.49
847 -1.962289 -2.452756  0.490467 0.49
848 -1.962289 -2.454590  0.492301 0.49
849 -1.962290 -2.456853  0.494564 0.49
850 -1.962291 -2.459533  0.497243 0.50
851 -1.962293 -2.462606  0.500313 0.50
852 -1.962295 -2.466036  0.503740 0.50
853 -1.962299 -2.469777  0.507479 0.51
854 -1.962303 -2.473773  0.511470 0.51
855 -1.962307 -2.477954  0.515647 0.52
856 -1.962312 -2.482244  0.519932 0.52
857 -1.962317 -2.486562  0.524245 0.52
858 -1.962322 -2.490821  0.528499 0.53
859 -1.962327 -2.494937  0.532610 0.53
860 -1.962331 -2.498829  0.536497 0.54
861 -1.962335 -2.502422  0.540088 0.54
862 -1.962338 -2.505654  0.543316 0.54
863 -1.962340 -2.508469  0.546129 0.55
864 -1.962341 -2.510827  0.548486 0.55
865 -1.962342 -2.512702  0.550360 0.55
866 -1.962342 -2.514078  0.551736 0.55
867 -1.962341 -2.514954  0.552613 0.55
868 -1.962339 -2.515342  0.553003 0.55
869 -1.962336 -2.515265  0.552929 0.55
870 -1.962333 -2.514758  0.552425 0.55
871 -1.962330 -2.513865  0.551535 0.55
872 -1.962326 -2.512637  0.550311 0.55
873 -1.962322 -2.511134  0.548812 0.55
874 -1.962318 -2.509417  0.547099 0.55
875 -1.962314 -2.507549  0.545236 0.55
876 -1.962310 -2.505592  0.543282 0.54
877 -1.962307 -2.503600  0.541293 0.54
878 -1.962305 -2.501619  0.539314 0.54
879 -1.962303 -2.499683  0.537379 0.54
880 -1.962303 -2.497811  0.535508 0.54
881 -1.962304 -2.496010  0.533706 0.53
882 -1.962305 -2.494272  0.531967 0.53
883 -1.962307 -2.492576  0.530269 0.53
884 -1.962309 -2.490894  0.528585 0.53
885 -1.962312 -2.489189  0.526878 0.53
886 -1.962314 -2.487425  0.525111 0.53
887 -1.962316 -2.485564  0.523248 0.52
888 -1.962318 -2.483575  0.521257 0.52
889 -1.962319 -2.481434  0.519116 0.52
890 -1.962319 -2.479127  0.516807 0.52
891 -1.962319 -2.476648  0.514329 0.51
892 -1.962318 -2.474006  0.511689 0.51
893 -1.962316 -2.471222  0.508907 0.51
894 -1.962313 -2.468329  0.506016 0.51
895 -1.962309 -2.465368  0.503059 0.50
896 -1.962306 -2.462394  0.500088 0.50
897 -1.962302 -2.459465  0.497164 0.50
898 -1.962298 -2.456645  0.494347 0.49
899 -1.962294 -2.453994  0.491700 0.49
900 -1.962291 -2.451572  0.489282 0.49
901 -1.962288 -2.449428  0.487140 0.49
902 -1.962287 -2.447599  0.485312 0.49
903 -1.962287 -2.446108  0.483821 0.48
904 -1.962287 -2.444962  0.482675 0.48
905 -1.962288 -2.444156  0.481868 0.48
906 -1.962290 -2.443670  0.481380 0.48
907 -1.962293 -2.443475  0.481182 0.48
908 -1.962295 -2.443534  0.481239 0.48
909 -1.962298 -2.443809  0.481512 0.48
910 -1.962300 -2.444261  0.481961 0.48
911 -1.962302 -2.444854  0.482552 0.48
912 -1.962303 -2.445554  0.483251 0.48
913 -1.962305 -2.446338  0.484033 0.48
914 -1.962305 -2.447183  0.484877 0.48
915 -1.962306 -2.448076  0.485770 0.49
916 -1.962306 -2.449008  0.486702 0.49
917 -1.962306 -2.449977  0.487671 0.49
918 -1.962305 -2.450982  0.488676 0.49
919 -1.962305 -2.452027  0.489722 0.49
920 -1.962304 -2.453116  0.490812 0.49
921 -1.962304 -2.454256  0.491952 0.49
922 -1.962304 -2.455452  0.493148 0.49
923 -1.962304 -2.456706  0.494402 0.49
924 -1.962304 -2.458018  0.495714 0.50
925 -1.962304 -2.459387  0.497082 0.50
926 -1.962305 -2.460804  0.498499 0.50
927 -1.962306 -2.462261  0.499955 0.50
928 -1.962307 -2.463744  0.501437 0.50
929 -1.962308 -2.465238  0.502930 0.50
930 -1.962309 -2.466725  0.504416 0.50
931 -1.962310 -2.468190  0.505880 0.51
932 -1.962311 -2.469615  0.507305 0.51
933 -1.962311 -2.470988  0.508676 0.51
934 -1.962312 -2.472296  0.509984 0.51
935 -1.962312 -2.473532  0.511220 0.51
936 -1.962312 -2.474690  0.512378 0.51
937 -1.962312 -2.475769  0.513457 0.51
938 -1.962312 -2.476768  0.514456 0.51
939 -1.962312 -2.477692  0.515380 0.52
940 -1.962311 -2.478543  0.516232 0.52
941 -1.962311 -2.479328  0.517017 0.52
942 -1.962311 -2.480052  0.517741 0.52
943 -1.962310 -2.480722  0.518411 0.52
944 -1.962310 -2.481345  0.519035 0.52
945 -1.962309 -2.481929  0.519620 0.52
946 -1.962309 -2.482484  0.520175 0.52
947 -1.962308 -2.483020  0.520713 0.52
948 -1.962307 -2.483552  0.521246 0.52
949 -1.962306 -2.484095  0.521789 0.52
950 -1.962305 -2.484665  0.522360 0.52
951 -1.962303 -2.485280  0.522977 0.52
952 -1.962302 -2.485961  0.523658 0.52
953 -1.962301 -2.486723  0.524422 0.52
954 -1.962301 -2.487582  0.525282 0.53
955 -1.962300 -2.488548  0.526248 0.53
956 -1.962301 -2.489625  0.527324 0.53
957 -1.962301 -2.490808  0.528507 0.53
958 -1.962303 -2.492086  0.529783 0.53
959 -1.962305 -2.493435  0.531130 0.53
960 -1.962307 -2.494823  0.532516 0.53
961 -1.962311 -2.496211  0.533901 0.53
962 -1.962314 -2.497551  0.535237 0.54
963 -1.962318 -2.498790  0.536472 0.54
964 -1.962321 -2.499873  0.537551 0.54
965 -1.962325 -2.500745  0.538420 0.54
966 -1.962328 -2.501356  0.539028 0.54
967 -1.962330 -2.501660  0.539329 0.54
968 -1.962332 -2.501620  0.539288 0.54
969 -1.962333 -2.501214  0.538881 0.54
970 -1.962333 -2.500430  0.538096 0.54
971 -1.962332 -2.499271  0.536939 0.54
972 -1.962331 -2.497759  0.535428 0.54
973 -1.962328 -2.495928  0.533600 0.53
974 -1.962324 -2.493829  0.531505 0.53
975 -1.962320 -2.491525  0.529205 0.53
976 -1.962315 -2.489090  0.526774 0.53
977 -1.962310 -2.486604  0.524294 0.52
978 -1.962306 -2.484151  0.521845 0.52
979 -1.962301 -2.481811  0.519510 0.52
980 -1.962298 -2.479657  0.517359 0.52
981 -1.962296 -2.477752  0.515456 0.52
982 -1.962294 -2.476139  0.513845 0.51
983 -1.962295 -2.474847  0.512552 0.51
984 -1.962296 -2.473881  0.511585 0.51
985 -1.962299 -2.473227  0.510929 0.51
986 -1.962302 -2.472853  0.510551 0.51
987 -1.962307 -2.472709  0.510402 0.51
988 -1.962312 -2.472733  0.510421 0.51
989 -1.962318 -2.472856  0.510538 0.51
990 -1.962323 -2.473003  0.510680 0.51
991 -1.962328 -2.473102  0.510774 0.51
992 -1.962332 -2.473085  0.510753 0.51
993 -1.962336 -2.472895  0.510559 0.51
994 -1.962338 -2.472485  0.510147 0.51
995 -1.962339 -2.471831  0.509491 0.51
996 -1.962339 -2.470923  0.508585 0.51
997 -1.962337 -2.469782  0.507445 0.51
998 -1.962333 -2.468449  0.506117 0.51
999 -1.962327 -2.467001  0.504674 0.50
