#Step   Etot   PotE Ktot  T
541 -1.962308 -2.495032  0.532723 0.53
542 -1.962308 -2.496520  0.534212 0.53
543 -1.962308 -2.498038  0.535730 0.54
544 -1.962307 -2.499586  0.537279 0.54
545 -1.962307 -2.501165  0.538859 0.54
546 -1.962306 -2.502775  0.540469 0.54
547 -1.962307 -2.504414  0.542107 0.54
548 -1.962307 -2.506073  0.543767 0.54
549 -1.962308 -2.507744  0.545437 0.55
550 -1.962308 -2.509412  0.547103 0.55
551 -1.962310 -2.511056  0.548747 0.55
552 -1.962311 -2.512656  0.550345 0.55
553 -1.962313 -2.514185  0.551872 0.55
554 -1.962314 -2.515616  0.553301 0.55
555 -1.962316 -2.516920  0.554604 0.55
556 -1.962318 -2.518070  0.555752 0.56
557 -1.962320 -2.519038  0.556718 0.56
558 -1.962321 -2.519796  0.557475 0.56
559 -1.962323 -2.520322  0.557999 0.56
560 -1.962324 -2.520593  0.558269 0.56
561 -1.962325 -2.520592  0.558267 0.56
562 -1.962326 -2.520304  0.557979 0.56
563 -1.962326 -2.519720  0.557393 0.56
564 -1.962326 -2.518833  0.556506 0.56
565 -1.962326 -2.517645  0.555319 0.56
566 -1.962326 -2.516163  0.553837 0.55
567 -1.962324 -2.514401  0.552077 0.55
568 -1.962323 -2.512383  0.550060 0.55
569 -1.962320 -2.510138  0.547818 0.55
570 -1.962318 -2.507708  0.545391 0.55
571 -1.962314 -2.505140  0.542826 0.54
572 -1.962310 -2.502491  0.540181 0.54
573 -1.962306 -2.499821  0.537515 0.54
574 -1.962302 -2.497195  0.534893 0.53
575 -1.962298 -2.494679  0.532380 0.53
576 -1.962295 -2.492332  0.530037 0.53
577 -1.962292 -2.490208  0.527916 0.53
578 -1.962291 -2.488352  0.526061 0.53
579 -1.962290 -2.486792  0.524502 0.52
580 -1.962290 -2.485543  0.523253 0.52
581 -1.962291 -2.484602  0.522310 0.52
582 -1.962293 -2.483951  0.521658 0.52
583 -1.962296 -2.483560  0.521264 0.52
584 -1.962300 -2.483385  0.521085 0.52
585 -1.962303 -2.483376  0.521073 0.52
586 -1.962307 -2.483479  0.521173 0.52
587 -1.962310 -2.483641  0.521331 0.52
588 -1.962313 -2.483811  0.521498 0.52
589 -1.962315 -2.483946  0.521632 0.52
590 -1.962316 -2.484013  0.521697 0.52
591 -1.962317 -2.483988  0.521671 0.52
592 -1.962317 -2.483856  0.521539 0.52
593 -1.962316 -2.483615  0.521299 0.52
594 -1.962315 -2.483271  0.520955 0.52
595 -1.962314 -2.482836  0.520521 0.52
596 -1.962313 -2.482327  0.520015 0.52
597 -1.962311 -2.481767  0.519456 0.52
598 -1.962310 -2.481176  0.518866 0.52
599 -1.962309 -2.480574  0.518266 0.52
600 -1.962308 -2.479979  0.517672 0.52
601 -1.962307 -2.479404  0.517096 0.52
602 -1.962307 -2.478855  0.516548 0.52
