#Step   Etot   PotE Ktot  T
456 2.540214 -0.894281  3.434495 3.43
457 2.540079 -0.900760  3.440838 3.44
458 2.539879 -0.908521  3.448400 3.45
459 2.539649 -0.914805  3.454454 3.45
460 2.539423 -0.916464  3.455888 3.46
461 2.539746 -0.910487  3.450233 3.45
462 2.539599 -0.894414  3.434013 3.43
463 2.539542 -0.866753  3.406295 3.41
464 2.539627 -0.827554  3.367181 3.37
465 2.539899 -0.779141  3.319040 3.32
466 2.540346 -0.726647  3.266993 3.27
467 2.540868 -0.677669  3.218537 3.22
468 2.541302 -0.640659  3.181961 3.18
469 2.541510 -0.622497  3.164007 3.16
470 2.541442 -0.626426  3.167867 3.17
471 2.829682 -0.650875  3.480557 3.48
472 2.829262 -0.689203  3.518465 3.52
473 2.828847 -0.734481  3.563328 3.56
474 2.828542 -0.779732  3.608273 3.61
475 2.828395 -0.819583  3.647978 3.65
476 2.828393 -0.851112  3.679505 3.68
477 2.828488 -0.873758  3.702247 3.70
478 2.828637 -0.888710  3.717346 3.72
479 2.828833 -0.898301  3.727135 3.73
480 2.829103 -0.905874  3.734977 3.73
481 2.550861 -0.916745  3.467606 3.47
482 2.551147 -0.937544  3.488690 3.49
483 2.551216 -0.972546  3.523762 3.52
484 2.550940 -1.022528  3.573468 3.57
485 2.550377 -1.082995  3.633372 3.63
486 2.549740 -1.145067  3.694808 3.69
487 2.549230 -1.198576  3.747807 3.75
488 2.548930 -1.235115  3.784045 3.78
489 2.548834 -1.249516  3.798350 3.80
490 2.548915 -1.239990  3.788905 3.79
491 2.216652 -1.210464  3.427116 3.43
492 2.217003 -1.165546  3.382549 3.38
493 2.217391 -1.110999  3.328389 3.33
494 2.217698 -1.053213  3.270911 3.27
495 2.217835 -0.997458  3.215292 3.22
496 2.217807 -0.946579  3.164386 3.16
497 2.217723 -0.901071  3.118793 3.12
498 2.217722 -0.860576  3.078298 3.08
499 2.217880 -0.825823  3.043703 3.04
500 2.218129 -0.799585  3.017713 3.02
501 2.657008 -0.782320  3.439328 3.44
502 2.656937 -0.776083  3.433020 3.43
503 2.656609 -0.779629  3.436239 3.44
504 2.656212 -0.787956  3.444169 3.44
505 2.655952 -0.794956  3.450908 3.45
506 2.655913 -0.796427  3.452341 3.45
507 2.656044 -0.791409  3.447453 3.45
508 2.656216 -0.781529  3.437745 3.44
509 2.656302 -0.769197  3.425498 3.43
510 2.656225 -0.755742  3.411967 3.41
511 2.700432 -0.740021  3.440453 3.44
512 2.700133 -0.719044  3.419177 3.42
513 2.699920 -0.689302  3.389222 3.39
514 2.699969 -0.648870  3.348838 3.35
515 2.700397 -0.599863  3.300260 3.30
516 2.701155 -0.549930  3.251085 3.25
517 2.701944 -0.511163  3.213107 3.21
518 2.702343 -0.495579  3.197923 3.20
519 2.702134 -0.509096  3.211230 3.21
520 2.701496 -0.548456  3.249952 3.25
521 2.907278 -0.604162  3.511440 3.51
522 2.906877 -0.662551  3.569428 3.57
523 2.906796 -0.716071  3.622867 3.62
524 2.906941 -0.761804  3.668745 3.67
525 2.907190 -0.800351  3.707540 3.71
526 2.907442 -0.834124  3.741566 3.74
527 2.907627 -0.865844  3.773470 3.77
528 2.907701 -0.897434  3.805135 3.81
529 2.907653 -0.929336  3.836988 3.84
530 2.907505 -0.960300  3.867805 3.87
531 2.495911 -0.987594  3.483505 3.48
532 2.495714 -1.011065  3.506779 3.51
533 2.495559 -1.027478  3.523037 3.52
534 2.495471 -1.034291  3.529763 3.53
535 2.495460 -1.030055  3.525515 3.53
536 2.495523 -1.014563  3.510086 3.51
537 2.495653 -0.988842  3.484495 3.48
538 2.495831 -0.955005  3.450836 3.45
539 2.496026 -0.915946  3.411972 3.41
540 2.496200 -0.874851  3.371051 3.37
541 2.581678 -0.833782  3.415461 3.42
542 2.581729 -0.795048  3.376777 3.38
543 2.581708 -0.759683  3.341392 3.34
544 2.581628 -0.727633  3.309261 3.31
545 2.581510 -0.697932  3.279443 3.28
546 2.581387 -0.669056  3.250442 3.25
547 2.581294 -0.639402  3.220696 3.22
548 2.581270 -0.607876  3.189146 3.19
549 2.581339 -0.574431  3.155769 3.16
550 2.581506 -0.540436  3.121942 3.12
551 2.916237 -0.505521  3.421758 3.42
552 2.916551 -0.474231  3.390782 3.39
553 2.916844 -0.451625  3.368468 3.37
554 2.917038 -0.442383  3.359421 3.36
555 2.917089 -0.449662  3.366751 3.37
556 2.916995 -0.474381  3.391376 3.39
557 2.916788 -0.515166  3.431954 3.43
558 2.916507 -0.568776  3.485283 3.49
559 2.916186 -0.630684  3.546870 3.55
560 2.915868 -0.695642  3.611511 3.61
561 2.760509 -0.757687  3.518197 3.52
562 2.760362 -0.814522  3.574884 3.57
563 2.760348 -0.863343  3.623690 3.62
564 2.760442 -0.903294  3.663735 3.66
565 2.760585 -0.935160  3.695745 3.70
566 2.760713 -0.960547  3.721259 3.72
567 2.760787 -0.980983  3.741771 3.74
568 2.760811 -0.997378  3.758189 3.76
569 2.760821 -1.010038  3.770859 3.77
570 2.760864 -1.019167  3.780031 3.78
571 2.437338 -1.026294  3.463632 3.46
572 2.437477 -1.034374  3.471851 3.47
573 2.437621 -1.045450  3.483071 3.48
574 2.437716 -1.061529  3.499244 3.50
575 2.437719 -1.083792  3.521511 3.52
576 2.437623 -1.111994  3.549617 3.55
577 2.437457 -1.144343  3.581800 3.58
578 2.437277 -1.177946  3.615223 3.62
579 2.437136 -1.209625  3.646761 3.65
580 2.437066 -1.236732  3.673798 3.67
581 2.219670 -1.257589  3.477259 3.48
582 2.219713 -1.272990  3.492703 3.49
583 2.219779 -1.283103  3.502882 3.50
584 2.219844 -1.288524  3.508368 3.51
585 2.219892 -1.289930  3.509822 3.51
586 2.219914 -1.287832  3.507746 3.51
587 2.219908 -1.282447  3.502355 3.50
588 2.219879 -1.273673  3.493552 3.49
589 2.219831 -1.261140  3.480971 3.48
590 2.219771 -1.244295  3.464066 3.46
591 2.212048 -1.222551  3.434600 3.43
592 2.211987 -1.195320  3.407307 3.41
593 2.211944 -1.162204  3.374148 3.37
594 2.211945 -1.123238  3.335183 3.34
595 2.212023 -1.079250  3.291273 3.29
596 2.212206 -1.032319  3.244525 3.24
597 2.212490 -0.986102  3.198593 3.20
598 2.212815 -0.945664  3.158480 3.16
599 2.213075 -0.916498  3.129572 3.13
