#Step   Etot   PotE Ktot  T
285 0.817998 -1.652691  2.470689 2.47
286 0.817985 -1.660327  2.478311 2.48
287 0.817976 -1.663673  2.481649 2.48
288 0.817974 -1.662534  2.480508 2.48
289 0.817980 -1.656853  2.474834 2.47
290 0.818001 -1.646753  2.464754 2.46
291 0.818039 -1.632599  2.450638 2.45
292 0.818101 -1.615065  2.433165 2.43
293 0.818185 -1.595177  2.413363 2.41
294 0.818290 -1.574322  2.392612 2.39
295 0.818403 -1.554168  2.372571 2.37
296 0.818509 -1.536500  2.355009 2.36
297 0.818586 -1.522959  2.341546 2.34
298 0.818617 -1.514738  2.333355 2.33
299 0.818592 -1.512310  2.330902 2.33
300 0.818513 -1.515295  2.333808 2.33
301 0.818395 -1.522498  2.340893 2.34
302 0.818259 -1.532126  2.350385 2.35
303 0.818125 -1.542097  2.360221 2.36
304 0.818009 -1.550349  2.368358 2.37
305 0.817921 -1.555105  2.373026 2.37
306 0.817869 -1.555034  2.372903 2.37
307 0.817854 -1.549362  2.367217 2.37
308 0.817879 -1.537920  2.355799 2.36
309 0.817943 -1.521171  2.339113 2.34
310 0.818044 -1.500205  2.318249 2.32
311 0.818175 -1.476697  2.294872 2.29
312 0.818325 -1.452786  2.271111 2.27
313 0.818477 -1.430882  2.249359 2.25
314 0.818608 -1.413388  2.231996 2.23
315 0.818698 -1.402371  2.221069 2.22
316 0.818733 -1.399246  2.217979 2.22
317 0.818706 -1.404542  2.223248 2.22
318 0.818622 -1.417816  2.236437 2.24
319 0.818497 -1.437732  2.256230 2.26
320 0.818354 -1.462309  2.280663 2.28
321 0.818211 -1.489238  2.307448 2.31
322 0.818082 -1.516194  2.334277 2.33
323 0.817975 -1.541074  2.359050 2.36
324 0.817890 -1.562113  2.380003 2.38
325 0.817823 -1.577917  2.395740 2.40
326 0.817772 -1.587438  2.405210 2.41
327 0.817737 -1.589956  2.407693 2.41
328 0.817726 -1.585098  2.402824 2.40
329 0.817752 -1.572955  2.390707 2.39
330 0.817832 -1.554264  2.372096 2.37
331 0.817976 -1.530630  2.348606 2.35
332 0.818174 -1.504625  2.322798 2.32
333 0.818388 -1.479585  2.297973 2.30
334 0.818563 -1.459016  2.277578 2.28
335 0.818654 -1.445750  2.264403 2.26
336 0.818655 -1.441298  2.259953 2.26
337 0.818600 -1.445750  2.264350 2.26
338 0.818526 -1.458209  2.276735 2.28
339 0.818455 -1.477358  2.295813 2.30
340 0.818387 -1.501809  2.320196 2.32
341 0.818313 -1.530148  2.348461 2.35
342 0.818229 -1.560853  2.379082 2.38
343 0.818142 -1.592277  2.410419 2.41
344 0.818064 -1.622762  2.440825 2.44
345 0.818008 -1.650832  2.468840 2.47
346 0.817982 -1.675388  2.493370 2.49
347 0.817989 -1.695827  2.513816 2.51
348 0.818022 -1.712063  2.530084 2.53
349 0.818074 -1.724456  2.542529 2.54
350 0.818133 -1.733681  2.551815 2.55
351 0.818190 -1.740564  2.558754 2.56
352 0.818234 -1.745911  2.564145 2.56
353 0.818258 -1.750360  2.568618 2.57
354 0.818257 -1.754258  2.572515 2.57
355 0.818229 -1.757586  2.575815 2.58
356 0.818178 -1.759942  2.578120 2.58
357 0.818114 -1.760606  2.578720 2.58
358 0.818052 -1.758694  2.576746 2.58
359 0.818007 -1.753367  2.571373 2.57
360 0.817996 -1.744084  2.562080 2.56
361 0.818031 -1.730844  2.548875 2.55
362 0.818116 -1.714351  2.532467 2.53
363 0.818235 -1.696030  2.514265 2.51
364 0.818356 -1.677795  2.496151 2.50
365 0.818437 -1.661555  2.479992 2.48
366 0.818445 -1.648590  2.467036 2.47
367 0.818375 -1.639073  2.457448 2.46
368 0.818252 -1.631993  2.450244 2.45
369 0.818118 -1.625532  2.443649 2.44
370 0.818008 -1.617673  2.435681 2.44
371 0.817944 -1.606745  2.424689 2.42
372 0.817926 -1.591745  2.409671 2.41
373 0.817949 -1.572405  2.390354 2.39
374 0.817998 -1.549096  2.367094 2.37
375 0.818059 -1.522634  2.340693 2.34
376 0.818119 -1.494070  2.312190 2.31
