#Step   Etot   PotE Ktot  T
251 0.812110 -1.539285  2.351395 2.35
252 0.812130 -1.537863  2.349993 2.35
253 0.812154 -1.537129  2.349283 2.35
254 0.812172 -1.537433  2.349606 2.35
255 0.812175 -1.539047  2.351222 2.35
256 0.812156 -1.542032  2.354188 2.35
257 0.812117 -1.546162  2.358279 2.36
258 0.812063 -1.550925  2.362988 2.36
259 0.812004 -1.555612  2.367616 2.37
260 0.811954 -1.559465  2.371418 2.37
261 0.811924 -1.561863  2.373787 2.37
262 0.811921 -1.562495  2.374416 2.37
263 0.811944 -1.561439  2.373382 2.37
264 0.813676 -1.557530  2.371206 2.37
265 0.813707 -1.553121  2.366828 2.37
266 0.813721 -1.548760  2.362481 2.36
267 0.813712 -1.544741  2.358453 2.36
268 0.813688 -1.541030  2.354718 2.35
269 0.813663 -1.537362  2.351025 2.35
270 0.813653 -1.533455  2.347108 2.35
271 0.813667 -1.529234  2.342901 2.34
272 0.813700 -1.524949  2.338649 2.34
273 0.813744 -1.521142  2.334886 2.33
274 0.813783 -1.518498  2.332282 2.33
275 0.813806 -1.517634  2.331441 2.33
276 0.813808 -1.518928  2.332736 2.33
277 0.813790 -1.522435  2.336225 2.34
278 0.806119 -1.528242  2.334361 2.33
279 0.806083 -1.535607  2.341690 2.34
280 0.806045 -1.543966  2.350011 2.35
281 0.806008 -1.552718  2.358727 2.36
282 0.805972 -1.561256  2.367229 2.37
283 0.805938 -1.568979  2.374917 2.37
284 0.805906 -1.575303  2.381208 2.38
285 0.805881 -1.579695  2.385576 2.39
286 0.805866 -1.581736  2.387603 2.39
287 0.805866 -1.581178  2.387044 2.39
288 0.805883 -1.578001  2.383884 2.38
289 0.805917 -1.572452  2.378368 2.38
290 0.805967 -1.565052  2.371019 2.37
291 0.806029 -1.556578  2.362607 2.36
292 0.806094 -1.547984  2.354077 2.35
293 0.806146 -1.540255  2.346401 2.35
294 0.806172 -1.534201  2.340373 2.34
295 0.806158 -1.530227  2.336385 2.34
296 0.806102 -1.528158  2.334260 2.33
297 0.806010 -1.527204  2.333213 2.33
298 0.805899 -1.526075  2.331974 2.33
299 0.805789 -1.523231  2.329020 2.33
300 0.805698 -1.517185  2.322883 2.32
301 0.805642 -1.506788  2.312430 2.31
302 0.805633 -1.491483  2.297115 2.30
303 0.805675 -1.471472  2.277148 2.28
304 0.805768 -1.447810  2.253578 2.25
305 0.843984 -1.423600  2.267584 2.27
306 0.844139 -1.399577  2.243717 2.24
307 0.844294 -1.378558  2.222851 2.22
308 0.844442 -1.363351  2.207793 2.21
309 0.844578 -1.356604  2.201183 2.20
310 0.844681 -1.360653  2.205334 2.21
311 0.844698 -1.377109  2.221807 2.22
312 0.859876 -1.406284  2.266160 2.27
313 0.859633 -1.445922  2.305554 2.31
314 0.859333 -1.492006  2.351338 2.35
315 0.847047 -1.543971  2.391018 2.39
316 0.846884 -1.592853  2.439737 2.44
317 0.846837 -1.635458  2.482295 2.48
318 0.846882 -1.670323  2.517205 2.52
319 0.846981 -1.697421  2.544402 2.54
320 0.847098 -1.717640  2.564739 2.56
321 0.847208 -1.732270  2.579478 2.58
322 0.847292 -1.742597  2.589888 2.59
323 0.847342 -1.749636  2.596978 2.60
324 0.847355 -1.753983  2.601338 2.60
325 0.847333 -1.755761  2.603094 2.60
326 0.847282 -1.754649  2.601931 2.60
327 0.847210 -1.749962  2.597172 2.60
328 0.847128 -1.740776  2.587903 2.59
329 0.847048 -1.726089  2.573137 2.57
330 0.846991 -1.705040  2.552030 2.55
331 0.846978 -1.677188  2.524165 2.52
332 0.847031 -1.642840  2.489871 2.49
333 0.847159 -1.603336  2.450495 2.45
