#Step   Etot   PotE Ktot  T
242 2.392933 -1.045881  3.438814 3.44
243 2.393018 -1.032793  3.425810 3.43
244 2.392958 -1.028832  3.421789 3.42
245 2.392744 -1.033100  3.425844 3.43
246 2.392426 -1.042435  3.434861 3.43
247 2.392091 -1.052150  3.444241 3.44
248 2.391827 -1.057338  3.449165 3.45
249 2.391701 -1.054224  3.445925 3.45
250 2.391736 -1.041153  3.432889 3.43
251 2.391907 -1.018941  3.410848 3.41
252 2.392149 -0.990501  3.382650 3.38
253 2.392382 -0.959862  3.352244 3.35
254 2.392552 -0.930980  3.323531 3.32
255 2.392650 -0.906895  3.299546 3.30
256 2.392696 -0.889544  3.282240 3.28
257 2.392690 -0.879926  3.272616 3.27
258 2.392612 -0.878124  3.270736 3.27
259 2.392450 -0.883027  3.275476 3.28
260 2.392241 -0.892245  3.284486 3.28
261 2.593143 -0.902149  3.495292 3.50
262 2.593082 -0.908953  3.502035 3.50
263 2.593169 -0.911728  3.504896 3.50
264 2.593376 -0.911698  3.505074 3.51
265 2.593626 -0.911814  3.505440 3.51
266 2.593821 -0.915609  3.509430 3.51
267 2.593882 -0.925757  3.519639 3.52
268 2.593780 -0.942914  3.536694 3.54
269 2.593545 -0.965314  3.558859 3.56
270 2.593240 -0.989202  3.582442 3.58
271 2.592932 -1.009791  3.602724 3.60
272 2.592694 -1.022362  3.615055 3.62
273 2.592594 -1.023364  3.615958 3.62
274 2.592690 -1.011492  3.604182 3.60
275 2.592985 -0.988462  3.581447 3.58
276 2.593387 -0.958925  3.552312 3.55
277 2.593735 -0.929040  3.522774 3.52
278 2.593904 -0.904107  3.498011 3.50
279 2.593906 -0.886780  3.480686 3.48
280 2.593851 -0.877126  3.470977 3.47
281 2.608428 -0.874081  3.482509 3.48
282 2.608468 -0.876958  3.485426 3.49
283 2.608507 -0.885717  3.494224 3.49
284 2.608492 -0.900275  3.508767 3.51
285 2.608408 -0.919792  3.528200 3.53
286 2.608287 -0.942510  3.550797 3.55
287 2.608175 -0.966175  3.574350 3.57
288 2.608104 -0.988698  3.596802 3.60
289 2.608085 -1.008657  3.616742 3.62
290 2.608104 -1.025445  3.633549 3.63
291 2.608132 -1.039084  3.647216 3.65
292 2.608138 -1.049817  3.657954 3.66
293 2.608100 -1.057661  3.665761 3.67
294 2.608009 -1.062084  3.670093 3.67
295 2.607876 -1.061884  3.669760 3.67
296 2.607730 -1.055358  3.663088 3.66
297 2.607613 -1.040721  3.648334 3.65
298 2.607571 -1.016724  3.624294 3.62
299 2.607644 -0.983323  3.590967 3.59
300 2.607849 -0.942234  3.550083 3.55
301 2.543649 -0.897773  3.441422 3.44
302 2.544012 -0.855023  3.399035 3.40
303 2.544328 -0.819791  3.364119 3.36
304 2.544500 -0.797044  3.341544 3.34
305 2.544475 -0.789492  3.333967 3.33
306 2.544266 -0.796810  3.341076 3.34
307 2.543952 -0.815851  3.359803 3.36
308 2.543633 -0.841784  3.385417 3.39
309 2.543389 -0.869574  3.412962 3.41
310 2.543255 -0.895201  3.438456 3.44
311 2.543225 -0.916247  3.459472 3.46
312 2.543265 -0.931839  3.475104 3.48
313 2.543343 -0.942222  3.485565 3.49
314 2.543440 -0.948296  3.491736 3.49
315 2.543551 -0.951330  3.494880 3.49
316 2.543670 -0.952852  3.496522 3.50
317 2.543782 -0.954546  3.498328 3.50
318 2.543861 -0.958003  3.501865 3.50
319 2.543885 -0.964345  3.508230 3.51
320 2.543848 -0.973899  3.517747 3.52
321 2.511592 -0.986191  3.497783 3.50
322 2.511510 -1.000281  3.511791 3.51
323 2.511446 -1.014971  3.526416 3.53
324 2.511400 -1.029290  3.540690 3.54
325 2.511349 -1.042495  3.553844 3.55
326 2.511269 -1.053758  3.565027 3.57
327 2.511161 -1.061851  3.573012 3.57
328 2.511054 -1.065169  3.576223 3.58
329 2.510988 -1.062153  3.573141 3.57
330 2.510989 -1.051864  3.562853 3.56
331 2.511061 -1.034384  3.545446 3.55
332 2.511187 -1.010879  3.522066 3.52
333 2.511338 -0.983344  3.494682 3.49
334 2.511489 -0.954209  3.465698 3.47
335 2.511621 -0.925948  3.437569 3.44
336 2.511723 -0.900779  3.412502 3.41
337 2.511783 -0.880456  3.392240 3.39
338 2.511790 -0.866094  3.377884 3.38
339 2.511725 -0.857956  3.369682 3.37
340 2.511578 -0.855219  3.366797 3.37
341 2.630119 -0.855390  3.485509 3.49
342 2.629855 -0.854889  3.484744 3.48
343 2.629632 -0.850120  3.479752 3.48
344 2.629549 -0.838251  3.467800 3.47
345 2.629696 -0.818663  3.448359 3.45
346 2.630093 -0.794172  3.424266 3.42
347 2.630646 -0.771210  3.401856 3.40
348 2.631146 -0.758270  3.389416 3.39
349 2.631382 -0.762826  3.394208 3.39
350 2.631279 -0.788265  3.419545 3.42
351 2.630933 -0.832779  3.463712 3.46
352 2.630517 -0.890706  3.521223 3.52
353 2.630172 -0.955084  3.585255 3.59
354 2.629955 -1.019794  3.649749 3.65
355 2.629857 -1.080566  3.710423 3.71
356 2.629831 -1.134956  3.764788 3.76
357 2.629822 -1.181733  3.811556 3.81
358 2.629788 -1.220122  3.849910 3.85
359 2.629708 -1.249212  3.878920 3.88
360 2.629582 -1.267675  3.897256 3.90
361 2.217762 -1.274621  3.492383 3.49
362 2.217648 -1.270638  3.488286 3.49
363 2.217601 -1.254712  3.472313 3.47
364 2.217672 -1.227074  3.444745 3.44
365 2.217881 -1.189880  3.407761 3.41
366 2.218182 -1.147414  3.365597 3.37
367 2.218472 -1.105296  3.323768 3.32
368 2.218670 -1.068929  3.287599 3.29
369 2.218794 -1.042310  3.261104 3.26
370 2.218876 -1.028037  3.246913 3.25
371 2.218857 -1.027563  3.246420 3.25
372 2.218639 -1.040333  3.258972 3.26
373 2.218257 -1.062606  3.280864 3.28
374 2.217886 -1.088074  3.305960 3.31
375 2.217689 -1.110398  3.328087 3.33
376 2.217713 -1.125673  3.343386 3.34
377 2.217903 -1.133261  3.351165 3.35
378 2.218162 -1.135127  3.353289 3.35
379 2.218398 -1.134457  3.352854 3.35
380 2.218545 -1.134285  3.352830 3.35
381 2.351320 -1.136113  3.487433 3.49
382 2.351258 -1.139906  3.491164 3.49
383 2.351129 -1.144681  3.495811 3.50
384 2.350975 -1.148557  3.499533 3.50
385 2.350834 -1.149356  3.500190 3.50
386 2.350745 -1.145201  3.495946 3.50
387 2.350751 -1.135119  3.485869 3.49
388 2.350890 -1.119662  3.470552 3.47
389 2.351175 -1.101426  3.452601 3.45
390 2.351553 -1.085095  3.436648 3.44
391 2.351905 -1.076567  3.428472 3.43
392 2.352087 -1.081127  3.433215 3.43
393 2.352019 -1.101353  3.453371 3.45
394 2.351734 -1.135956  3.487690 3.49
395 2.351354 -1.180282  3.531636 3.53
396 2.351011 -1.228071  3.579082 3.58
397 2.350786 -1.273436  3.624222 3.62
398 2.350699 -1.312170  3.662869 3.66
399 2.350724 -1.342134  3.692858 3.69
400 2.350821 -1.362982  3.713803 3.71
401 2.122695 -1.375738  3.498433 3.50
402 2.122793 -1.382888  3.505681 3.51
403 2.122856 -1.385624  3.508480 3.51
404 2.122874 -1.384708  3.507582 3.51
405 2.122854 -1.380325  3.503179 3.50
406 2.122811 -1.372167  3.494978 3.49
407 2.122763 -1.359657  3.482420 3.48
408 2.122723 -1.342193  3.464916 3.46
409 2.122700 -1.319357  3.442057 3.44
410 2.122706 -1.291076  3.413782 3.41
411 2.122752 -1.257782  3.380534 3.38
412 2.122837 -1.220540  3.343377 3.34
413 2.122944 -1.181018  3.303962 3.30
414 2.123030 -1.141157  3.264187 3.26
415 2.123056 -1.102566  3.225622 3.23
416 2.123013 -1.065945  3.188958 3.19
417 2.122934 -1.030957  3.153891 3.15
418 2.122873 -0.996695  3.119568 3.12
419 2.122874 -0.962460  3.085334 3.09
420 2.122951 -0.928404  3.051355 3.05
421 2.557318 -0.891980  3.449298 3.45
422 2.557518 -0.856386  3.413904 3.41
423 2.557725 -0.824705  3.382430 3.38
424 2.557904 -0.800147  3.358051 3.36
425 2.558023 -0.785483  3.343506 3.34
426 2.558058 -0.782562  3.340620 3.34
