#Step   Etot   PotE Ktot  T
340 2.624712 -0.927921  3.552633 3.55
341 2.658308 -0.924526  3.582834 3.58
342 2.692085 -0.925461  3.617546 3.62
343 2.725941 -0.934843  3.660784 3.66
344 2.759832 -0.955346  3.715178 3.72
345 2.793807 -0.987015  3.780822 3.78
346 2.827987 -1.027277  3.855265 3.86
347 2.862476 -1.072152  3.934628 3.93
348 2.897269 -1.117746  4.015015 4.02
349 2.932244 -1.160968  4.093211 4.09
350 2.967207 -1.199142  4.166349 4.17
351 3.001975 -1.229117  4.231093 4.23
352 3.036401 -1.246769  4.283170 4.28
353 3.070354 -1.247288  4.317642 4.32
354 3.103696 -1.226024  4.329721 4.33
355 3.136291 -1.179451  4.315742 4.32
356 3.168033 -1.106155  4.274188 4.27
357 3.198872 -1.008013  4.206884 4.21
358 3.228771 -0.891479  4.120250 4.12
359 3.257614 -0.768077  4.025690 4.03
360 3.285166 -0.652569  3.937734 3.94
361 3.311244 -0.558332  3.869576 3.87
362 3.335981 -0.492445  3.828426 3.83
363 3.359828 -0.454387  3.814215 3.81
364 3.383274 -0.439091  3.822365 3.82
365 3.406605 -0.441203  3.847808 3.85
366 3.429879 -0.457487  3.887366 3.89
367 3.453026 -0.486795  3.939821 3.94
368 3.475950 -0.528662  4.004612 4.00
369 3.498580 -0.581796  4.080377 4.08
370 3.520879 -0.643207  4.164086 4.16
371 3.542818 -0.708175  4.250993 4.25
372 3.564343 -0.770861  4.335204 4.34
373 3.585357 -0.825126  4.410483 4.41
374 3.605714 -0.865226  4.470939 4.47
375 3.625229 -0.886144  4.511373 4.51
376 3.643704 -0.883530  4.527234 4.53
377 3.660944 -0.853296  4.514240 4.51
378 3.676817 -0.791047  4.467864 4.47
379 3.691373 -0.692036  4.383409 4.38
380 3.705094 -0.553412  4.258506 4.26
381 3.718978 -0.381770  4.100748 4.10
382 3.733516 -0.205435  3.938951 3.94
383 3.746708 -0.075465  3.822172 3.82
384 3.755782 -0.032494  3.788276 3.79
385 3.762070 -0.066931  3.829002 3.83
386 3.768877 -0.132343  3.901220 3.90
387 3.777116 -0.188694  3.965810 3.97
388 3.786074 -0.219621  4.005695 4.01
389 3.795054 -0.226461  4.021515 4.02
390 3.803658 -0.219814  4.023473 4.02
391 3.811605 -0.214039  4.025644 4.03
392 3.818654 -0.222929  4.041583 4.04
393 3.824662 -0.255827  4.080488 4.08
394 3.829641 -0.315219  4.144859 4.14
395 3.833713 -0.396913  4.230626 4.23
396 3.836990 -0.492369  4.329359 4.33
397 3.839481 -0.591636  4.431117 4.43
398 3.841094 -0.685535  4.526628 4.53
399 3.841677 -0.766755  4.608432 4.61
400 3.841074 -0.830178  4.671252 4.67
401 3.839153 -0.872849  4.712002 4.71
402 3.835830 -0.893812  4.729641 4.73
403 3.831071 -0.893943  4.725014 4.73
404 3.824892 -0.875797  4.700690 4.70
405 3.817331 -0.843364  4.660695 4.66
406 3.808440 -0.801578  4.610018 4.61
407 3.798284 -0.755603  4.553887 4.55
408 3.786938 -0.710083  4.497021 4.50
409 3.774482 -0.668564  4.443046 4.44
410 3.761009 -0.633174  4.394183 4.39
411 3.746648 -0.604803  4.351451 4.35
412 3.731519 -0.583971  4.315491 4.32
413 3.715657 -0.571805  4.287462 4.29
414 3.698986 -0.570014  4.269000 4.27
415 3.681405 -0.579693  4.261098 4.26
416 3.662867 -0.600080  4.262947 4.26
417 3.643372 -0.628357  4.271729 4.27
418 3.622919 -0.660302  4.283221 4.28
419 3.601490 -0.690987  4.292477 4.29
420 3.579087 -0.715116  4.294203 4.29
421 3.555786 -0.727319  4.283105 4.28
422 3.531782 -0.722940  4.254723 4.25
423 3.507416 -0.699838  4.207253 4.21
424 3.483078 -0.661302  4.144379 4.14
425 3.458899 -0.618652  4.077550 4.08
426 3.434410 -0.589648  4.024058 4.02
427 3.408822 -0.589657  3.998479 4.00
428 3.381897 -0.620931  4.002828 4.00
429 3.354103 -0.671344  4.025447 4.03
430 3.325896 -0.723596  4.049492 4.05
431 3.297343 -0.764193  4.061536 4.06
432 3.268353 -0.785870  4.054223 4.05
433 3.238928 -0.785883  4.024811 4.02
434 3.209231 -0.764094  3.973325 3.97
435 3.179557 -0.722459  3.902016 3.90
436 3.150253 -0.665861  3.816114 3.82
437 3.121573 -0.603420  3.724992 3.72
438 3.093494 -0.548627  3.642122 3.64
439 3.065670 -0.516550  3.582221 3.58
440 3.037660 -0.518347  3.556008 3.56
441 3.009243 -0.556733  3.565976 3.57
442 2.980423 -0.626178  3.606602 3.61
443 2.951193 -0.717090  3.668283 3.67
444 2.921410 -0.819890  3.741301 3.74
445 2.890873 -0.926611  3.817484 3.82
446 2.859435 -1.030694  3.890129 3.89
447 2.827046 -1.126613  3.953659 3.95
448 2.793727 -1.209985  4.003712 4.00
449 2.759536 -1.277903  4.037439 4.04
450 2.724549 -1.329063  4.053612 4.05
451 2.688860 -1.363512  4.052371 4.05
452 2.652584 -1.382155  4.034740 4.03
453 2.615863 -1.386221  4.002084 4.00
454 2.578862 -1.376853  3.955715 3.96
455 2.541774 -1.354950  3.896724 3.90
456 2.504816 -1.321293  3.826109 3.83
457 2.468217 -1.276931  3.745148 3.75
458 2.432200 -1.223685  3.655885 3.66
459 2.396948 -1.164563  3.561511 3.56
460 2.362576 -1.103808  3.466384 3.47
461 2.329117 -1.046415  3.375532 3.38
462 2.296532 -0.997144  3.293676 3.29
463 2.264755 -0.959430  3.224185 3.22
464 2.233723 -0.934743  3.168466 3.17
465 2.203383 -0.922681  3.126064 3.13
466 2.173675 -0.921574  3.095249 3.10
467 2.144531 -0.929125  3.073656 3.07
468 2.115895 -0.942853  3.058749 3.06
469 2.087732 -0.960420  3.048151 3.05
470 2.060026 -0.979943  3.039969 3.04
471 2.032773 -1.000310  3.033083 3.03
472 2.005958 -1.021350  3.027308 3.03
473 1.979548 -1.043742  3.023289 3.02
474 1.953487 -1.068621  3.022108 3.02
475 1.927707 -1.096956  3.024663 3.02
476 1.902149 -1.128922  3.031071 3.03
477 1.876783 -1.163554  3.040338 3.04
478 1.851610 -1.198840  3.050450 3.05
479 1.826653 -1.232162  3.058814 3.06
480 1.801953 -1.260861  3.062815 3.06
481 1.777566 -1.282724  3.060290 3.06
482 1.753557 -1.296306  3.049863 3.05
483 1.730006 -1.301145  3.031151 3.03
484 1.706991 -1.297890  3.004881 3.00
485 1.684578 -1.288327  2.972904 2.97
486 1.662797 -1.275208  2.938005 2.94
487 1.641635 -1.261765  2.903400 2.90
488 1.621049 -1.250911  2.871960 2.87
