#Step   Etot   PotE Ktot  T
420 4.333029 -2.638104  6.971133 6.97
421 4.333029 -2.638104  6.971133 6.97
422 4.333029 -2.638104  6.971133 6.97
423 4.333029 -2.638104  6.971133 6.97
424 4.333029 -2.638104  6.971133 6.97
425 4.333029 -2.638104  6.971133 6.97
426 4.333029 -2.638104  6.971133 6.97
427 4.333029 -2.638104  6.971133 6.97
428 4.333029 -2.638104  6.971133 6.97
429 4.333029 -2.638104  6.971133 6.97
430 4.333029 -2.638104  6.971133 6.97
431 4.333029 -2.638104  6.971133 6.97
432 4.333029 -2.638104  6.971133 6.97
433 4.333029 -2.638104  6.971133 6.97
434 4.333029 -2.638104  6.971133 6.97
435 4.333029 -2.638104  6.971133 6.97
436 4.333029 -2.638104  6.971133 6.97
437 4.333029 -2.638104  6.971133 6.97
438 4.333029 -2.638104  6.971133 6.97
439 4.333029 -2.638104  6.971133 6.97
440 4.333029 -2.638104  6.971133 6.97
441 4.333029 -2.638104  6.971133 6.97
442 4.333029 -2.638104  6.971133 6.97
443 4.333029 -2.638104  6.971133 6.97
444 4.333029 -2.638104  6.971133 6.97
445 4.333029 -2.638104  6.971133 6.97
446 4.333029 -2.638104  6.971133 6.97
447 4.333029 -2.638104  6.971133 6.97
448 4.333029 -2.638104  6.971133 6.97
449 4.333029 -2.638104  6.971133 6.97
450 4.333029 -2.638104  6.971133 6.97
451 4.333029 -2.638104  6.971133 6.97
452 4.333029 -2.638104  6.971133 6.97
453 4.333029 -2.638104  6.971133 6.97
454 4.333029 -2.638104  6.971133 6.97
455 4.333029 -2.638104  6.971133 6.97
456 4.333029 -2.638104  6.971133 6.97
457 4.333029 -2.638104  6.971133 6.97
458 4.333029 -2.638104  6.971133 6.97
459 4.333029 -2.638104  6.971133 6.97
460 4.333029 -2.638104  6.971133 6.97
461 4.333029 -2.638104  6.971133 6.97
462 4.333029 -2.638104  6.971133 6.97
463 4.333029 -2.638104  6.971133 6.97
464 4.333029 -2.638104  6.971133 6.97
465 4.333029 -2.638104  6.971133 6.97
466 4.333029 -2.638104  6.971133 6.97
467 4.333029 -2.638104  6.971133 6.97
468 4.333029 -2.638104  6.971133 6.97
469 4.333029 -2.638104  6.971133 6.97
470 4.333029 -2.638104  6.971133 6.97
471 4.333029 -2.638104  6.971133 6.97
472 4.333029 -2.638104  6.971133 6.97
473 4.333029 -2.638104  6.971133 6.97
474 4.333029 -2.638104  6.971133 6.97
475 4.333029 -2.638104  6.971133 6.97
476 4.333029 -2.638104  6.971133 6.97
477 4.333029 -2.638104  6.971133 6.97
478 4.333029 -2.638104  6.971133 6.97
479 4.333029 -2.638104  6.971133 6.97
480 4.333029 -2.638104  6.971133 6.97
481 4.333029 -2.638104  6.971133 6.97
482 4.333029 -2.638104  6.971133 6.97
483 4.333029 -2.638104  6.971133 6.97
484 4.333029 -2.638104  6.971133 6.97
485 4.333029 -2.638104  6.971133 6.97
486 4.333029 -2.638104  6.971133 6.97
487 4.333029 -2.638104  6.971133 6.97
488 4.333029 -2.638104  6.971133 6.97
489 4.333029 -2.638104  6.971133 6.97
490 4.333029 -2.638104  6.971133 6.97
491 4.333029 -2.638104  6.971133 6.97
492 4.333029 -2.638104  6.971133 6.97
493 4.333029 -2.638104  6.971133 6.97
494 4.333029 -2.638104  6.971133 6.97
495 4.333029 -2.638104  6.971133 6.97
496 4.333029 -2.638104  6.971133 6.97
497 4.333029 -2.638104  6.971133 6.97
498 4.333029 -2.638104  6.971133 6.97
499 4.333029 -2.638104  6.971133 6.97
500 4.333029 -2.638104  6.971133 6.97
501 4.333029 -2.638104  6.971133 6.97
502 4.333029 -2.638104  6.971133 6.97
503 4.333029 -2.638104  6.971133 6.97
504 4.333029 -2.638104  6.971133 6.97
505 4.333029 -2.638104  6.971133 6.97
506 4.333029 -2.638104  6.971133 6.97
507 4.333029 -2.638104  6.971133 6.97
508 4.333029 -2.638104  6.971133 6.97
509 4.333029 -2.638104  6.971133 6.97
510 4.333029 -2.638104  6.971133 6.97
511 4.333029 -2.638104  6.971133 6.97
512 4.333029 -2.638104  6.971133 6.97
513 4.333029 -2.638104  6.971133 6.97
514 4.333029 -2.638104  6.971133 6.97
515 4.333029 -2.638104  6.971133 6.97
516 4.333029 -2.638104  6.971133 6.97
517 4.333029 -2.638104  6.971133 6.97
518 4.333029 -2.638104  6.971133 6.97
519 4.333029 -2.638104  6.971133 6.97
520 4.333029 -2.638104  6.971133 6.97
521 4.333029 -2.638104  6.971133 6.97
522 4.333029 -2.638104  6.971133 6.97
523 4.333029 -2.638104  6.971133 6.97
524 4.333029 -2.638104  6.971133 6.97
525 4.333029 -2.638104  6.971133 6.97
526 4.333029 -2.638104  6.971133 6.97
527 4.333029 -2.638104  6.971133 6.97
528 4.333029 -2.638104  6.971133 6.97
529 4.333029 -2.638104  6.971133 6.97
530 4.333029 -2.638104  6.971133 6.97
531 4.333029 -2.638104  6.971133 6.97
532 4.333029 -2.638104  6.971133 6.97
533 4.333029 -2.638104  6.971133 6.97
534 4.333029 -2.638104  6.971133 6.97
535 4.333029 -2.638104  6.971133 6.97
536 4.333029 -2.638104  6.971133 6.97
537 4.333029 -2.638104  6.971133 6.97
538 4.333029 -2.638104  6.971133 6.97
539 4.333029 -2.638104  6.971133 6.97
540 4.333029 -2.638104  6.971133 6.97
541 4.333029 -2.638104  6.971133 6.97
542 4.333029 -2.638104  6.971133 6.97
543 4.333029 -2.638104  6.971133 6.97
544 4.333029 -2.638104  6.971133 6.97
545 4.333029 -2.638104  6.971133 6.97
546 4.333029 -2.638104  6.971133 6.97
547 4.333029 -2.638104  6.971133 6.97
548 4.333029 -2.638104  6.971133 6.97
549 4.333029 -2.638104  6.971133 6.97
550 4.333029 -2.638104  6.971133 6.97
551 4.333029 -2.638104  6.971133 6.97
552 4.333029 -2.638104  6.971133 6.97
553 4.333029 -2.638104  6.971133 6.97
554 4.333029 -2.638104  6.971133 6.97
555 4.333029 -2.638104  6.971133 6.97
556 4.333029 -2.638104  6.971133 6.97
557 4.333029 -2.638104  6.971133 6.97
558 4.333029 -2.638104  6.971133 6.97
559 4.333029 -2.638104  6.971133 6.97
560 4.333029 -2.638104  6.971133 6.97
561 4.333029 -2.638104  6.971133 6.97
562 4.333029 -2.638104  6.971133 6.97
563 4.333029 -2.638104  6.971133 6.97
564 4.333029 -2.638104  6.971133 6.97
565 4.333029 -2.638104  6.971133 6.97
566 4.333029 -2.638104  6.971133 6.97
567 4.333029 -2.638104  6.971133 6.97
568 4.333029 -2.638104  6.971133 6.97
569 4.333029 -2.638104  6.971133 6.97
570 4.333029 -2.638104  6.971133 6.97
571 4.333029 -2.638104  6.971133 6.97
572 4.333029 -2.638104  6.971133 6.97
573 4.333029 -2.638104  6.971133 6.97
574 4.333029 -2.638104  6.971133 6.97
575 4.333029 -2.638104  6.971133 6.97
576 4.333029 -2.638104  6.971133 6.97
577 4.333029 -2.638104  6.971133 6.97
578 4.333029 -2.638104  6.971133 6.97
579 4.333029 -2.638104  6.971133 6.97
580 4.333029 -2.638104  6.971133 6.97
581 4.333029 -2.638104  6.971133 6.97
582 4.333029 -2.638104  6.971133 6.97
583 4.333029 -2.638104  6.971133 6.97
584 4.333029 -2.638104  6.971133 6.97
585 4.333029 -2.638104  6.971133 6.97
586 4.333029 -2.638104  6.971133 6.97
587 4.333029 -2.638104  6.971133 6.97
588 4.333029 -2.638104  6.971133 6.97
589 4.333029 -2.638104  6.971133 6.97
590 4.333029 -2.638104  6.971133 6.97
591 4.333029 -2.638104  6.971133 6.97
592 4.333029 -2.638104  6.971133 6.97
593 4.333029 -2.638104  6.971133 6.97
594 4.333029 -2.638104  6.971133 6.97
595 4.333029 -2.638104  6.971133 6.97
596 4.333029 -2.638104  6.971133 6.97
597 4.333029 -2.638104  6.971133 6.97
598 4.333029 -2.638104  6.971133 6.97
599 4.333029 -2.638104  6.971133 6.97
600 4.333029 -2.638104  6.971133 6.97
601 4.333029 -2.638104  6.971133 6.97
602 4.333029 -2.638104  6.971133 6.97
603 4.333029 -2.638104  6.971133 6.97
604 4.333029 -2.638104  6.971133 6.97
605 4.333029 -2.638104  6.971133 6.97
606 4.333029 -2.638104  6.971133 6.97
607 4.333029 -2.638104  6.971133 6.97
608 4.333029 -2.638104  6.971133 6.97
609 4.333029 -2.638104  6.971133 6.97
610 4.333029 -2.638104  6.971133 6.97
611 4.333029 -2.638104  6.971133 6.97
612 4.333029 -2.638104  6.971133 6.97
613 4.333029 -2.638104  6.971133 6.97
614 4.333029 -2.638104  6.971133 6.97
615 4.333029 -2.638104  6.971133 6.97
616 4.333029 -2.638104  6.971133 6.97
617 4.333029 -2.638104  6.971133 6.97
618 4.333029 -2.638104  6.971133 6.97
619 4.333029 -2.638104  6.971133 6.97
620 4.333029 -2.638104  6.971133 6.97
621 4.333029 -2.638104  6.971133 6.97
622 4.333029 -2.638104  6.971133 6.97
623 4.333029 -2.638104  6.971133 6.97
624 4.333029 -2.638104  6.971133 6.97
625 4.333029 -2.638104  6.971133 6.97
626 4.333029 -2.638104  6.971133 6.97
627 4.333029 -2.638104  6.971133 6.97
628 4.333029 -2.638104  6.971133 6.97
629 4.333029 -2.638104  6.971133 6.97
630 4.333029 -2.638104  6.971133 6.97
631 4.333029 -2.638104  6.971133 6.97
