#Step   Etot   PotE Ktot  T
144 0.818288 -1.407865  2.226154 2.23
145 0.818141 -1.424314  2.242455 2.24
146 0.818013 -1.441004  2.259017 2.26
147 0.817922 -1.455747  2.273669 2.27
148 0.817874 -1.466913  2.284787 2.28
149 0.817866 -1.473551  2.291417 2.29
150 0.817891 -1.475367  2.293258 2.29
151 0.817939 -1.472621  2.290560 2.29
152 0.818004 -1.465987  2.283992 2.28
153 0.818082 -1.456441  2.274522 2.27
154 0.818168 -1.445179  2.263347 2.26
155 0.818257 -1.433556  2.251813 2.25
156 0.818335 -1.422957  2.241292 2.24
157 0.818380 -1.414577  2.232958 2.23
158 0.818375 -1.409113  2.227489 2.23
159 0.818314 -1.406511  2.224824 2.22
160 0.818209 -1.405891  2.224100 2.22
161 0.818086 -1.405749  2.223835 2.22
162 0.817979 -1.404353  2.222332 2.22
163 0.817916 -1.400234  2.218150 2.22
164 0.817919 -1.392630  2.210548 2.21
165 0.818001 -1.381813  2.199814 2.20
166 0.818160 -1.369274  2.187434 2.19
167 0.818365 -1.357623  2.175988 2.18
168 0.818555 -1.350090  2.168645 2.17
169 0.818659 -1.349596  2.168255 2.17
170 0.818635 -1.357708  2.176344 2.18
171 0.818501 -1.374036  2.192537 2.19
172 0.818318 -1.396469  2.214787 2.21
173 0.818153 -1.422067  2.240220 2.24
174 0.818046 -1.448063  2.266109 2.27
175 0.818002 -1.472476  2.290478 2.29
176 0.818006 -1.494260  2.312266 2.31
177 0.818037 -1.513117  2.331155 2.33
178 0.818078 -1.529214  2.347292 2.35
179 0.818117 -1.542920  2.361038 2.36
180 0.818149 -1.554634  2.372783 2.37
181 0.818174 -1.564695  2.382869 2.38
182 0.818195 -1.573367  2.391562 2.39
183 0.818216 -1.580872  2.399088 2.40
184 0.818242 -1.587451  2.405693 2.41
185 0.818276 -1.593425  2.411701 2.41
186 0.818315 -1.599222  2.417536 2.42
187 0.818353 -1.605345  2.423698 2.42
188 0.818380 -1.612278  2.430658 2.43
189 0.818387 -1.620347  2.438734 2.44
190 0.818368 -1.629581  2.447949 2.45
191 0.818322 -1.639628  2.457950 2.46
192 0.818251 -1.649735  2.467986 2.47
193 0.818163 -1.658807  2.476970 2.48
194 0.818068 -1.665528  2.483596 2.48
195 0.817980 -1.668526  2.486505 2.49
196 0.817909 -1.666557  2.484466 2.48
197 0.817868 -1.658705  2.476573 2.48
198 0.817869 -1.644564  2.462433 2.46
199 0.817919 -1.624405  2.442323 2.44
200 0.818017 -1.599270  2.417286 2.42
201 0.818148 -1.570931  2.389078 2.39
202 0.818282 -1.541640  2.359922 2.36
203 0.818386 -1.513674  2.332061 2.33
204 0.818437 -1.488827  2.307264 2.31
205 0.818435 -1.468060  2.286495 2.29
206 0.818402 -1.451498  2.269899 2.27
207 0.818362 -1.438716  2.257078 2.26
208 0.818332 -1.429110  2.247442 2.25
209 0.818316 -1.422153  2.240468 2.24
210 0.818308 -1.417467  2.235775 2.24
211 0.818301 -1.414777  2.233077 2.23
212 0.818287 -1.413799  2.232087 2.23
213 0.818264 -1.414167  2.232431 2.23
214 0.818231 -1.415382  2.233613 2.23
215 0.818192 -1.416824  2.235017 2.24
216 0.818154 -1.417817  2.235971 2.24
217 0.818124 -1.417730  2.235854 2.24
218 0.818111 -1.416106  2.234217 2.23
219 0.818120 -1.412780  2.230900 2.23
220 0.818153 -1.407953  2.226106 2.23
221 0.818208 -1.402211  2.220419 2.22
222 0.818278 -1.396475  2.214753 2.21
223 0.818351 -1.391879  2.210230 2.21
224 0.818411 -1.389578  2.207988 2.21
225 0.818434 -1.390462  2.208896 2.21
226 0.818406 -1.394839  2.213245 2.21
227 0.818326 -1.402197  2.220523 2.22
228 0.818213 -1.411213  2.229426 2.23
229 0.818101 -1.420054  2.238155 2.24
230 0.818017 -1.426852  2.244869 2.24
231 0.817978 -1.430152  2.248130 2.25
232 0.817982 -1.429160  2.247142 2.25
233 0.818022 -1.423775  2.241797 2.24
234 0.818085 -1.414475  2.232559 2.23
235 0.818160 -1.402141  2.220302 2.22
236 0.818242 -1.387915  2.206158 2.21
237 0.818327 -1.373084  2.191412 2.19
238 0.818411 -1.359005  2.177416 2.18
239 0.818486 -1.347017  2.165503 2.17
240 0.818542 -1.338316  2.156857 2.16
241 0.818566 -1.333782  2.152347 2.15
