#Step   Etot   PotE Ktot  T
220 0.818248 -1.327702  2.145950 2.15
221 0.818250 -1.322420  2.140670 2.14
222 0.818259 -1.319567  2.137826 2.14
223 0.818272 -1.319243  2.137515 2.14
224 0.818280 -1.321576  2.139856 2.14
225 0.818273 -1.326605  2.144878 2.14
226 0.818244 -1.334129  2.152373 2.15
227 0.818195 -1.343618  2.161813 2.16
228 0.818138 -1.354243  2.172381 2.17
229 0.818089 -1.365055  2.183144 2.18
230 0.818061 -1.375213  2.193274 2.19
231 0.818058 -1.384172  2.202230 2.20
232 0.818077 -1.391757  2.209834 2.21
233 0.818111 -1.398127  2.216238 2.22
234 0.818151 -1.403662  2.221814 2.22
235 0.818190 -1.408841  2.227031 2.23
236 0.818224 -1.414129  2.232353 2.23
237 0.818253 -1.419925  2.238178 2.24
238 0.818277 -1.426548  2.244825 2.24
239 0.818297 -1.434241  2.252538 2.25
240 0.818311 -1.443181  2.261492 2.26
241 0.818314 -1.453442  2.271755 2.27
242 0.818301 -1.464935  2.283236 2.28
243 0.818271 -1.477348  2.295619 2.30
244 0.818228 -1.490128  2.308356 2.31
245 0.818181 -1.502545  2.320726 2.32
246 0.818143 -1.513831  2.331975 2.33
247 0.818127 -1.523371  2.341498 2.34
248 0.818137 -1.530864  2.349001 2.35
249 0.818171 -1.536414  2.354585 2.35
250 0.818218 -1.540481  2.358699 2.36
251 0.818261 -1.543719  2.361980 2.36
252 0.818287 -1.546742  2.365029 2.37
253 0.818286 -1.549907  2.368193 2.37
254 0.818260 -1.553195  2.371455 2.37
255 0.818220 -1.556233  2.374453 2.37
256 0.818182 -1.558446  2.376627 2.38
257 0.818159 -1.559280  2.377439 2.38
258 0.818161 -1.558418  2.376579 2.38
259 0.818190 -1.555911  2.374101 2.37
260 0.818238 -1.552200  2.370439 2.37
261 0.818293 -1.548011  2.366304 2.37
262 0.818340 -1.544167  2.362508 2.36
263 0.818368 -1.541382  2.359750 2.36
264 0.818371 -1.540083  2.358453 2.36
265 0.818347 -1.540318  2.358666 2.36
266 0.818303 -1.541756  2.360058 2.36
267 0.818245 -1.543747  2.361993 2.36
268 0.818184 -1.545456  2.363640 2.36
269 0.818128 -1.545993  2.364122 2.36
270 0.818086 -1.544566  2.362652 2.36
271 0.818064 -1.540602  2.358666 2.36
272 0.818068 -1.533862  2.351931 2.35
